9.99999999999999955e-07 3.32701686778166524e-09 5.9010187706738371e-10
1.01157945425989849e-06 3.32557696044656018e-09 5.89422888107105289e-10
1.02329299228075415e-06 3.32413767629228539e-09 5.88744680411937329e-10
1.03514216667934384e-06 3.32269901504913284e-09 5.88067253082932717e-10
1.04712854805089959e-06 3.32126097644751113e-09 5.87390605222178626e-10
1.059253725177289e-06 3.31982356021794633e-09 5.86714735932795481e-10
1.07151930523760658e-06 3.31838676609108071e-09 5.86039644318935823e-10
1.08392691402120369e-06 3.31695059379767237e-09 5.85365329485782548e-10
1.09647819614318531e-06 3.31551504306859685e-09 5.84691790539548703e-10
1.10917481526240141e-06 3.31408011363484551e-09 5.84019026587475209e-10
1.1220184543019639e-06 3.31264580522752756e-09 5.83347036737830659e-10
1.13501081567231556e-06 3.3112121175778664e-09 5.82675820099909448e-10
1.14815362149688337e-06 3.30977905041720367e-09 5.8200537578403106e-10
1.16144861384034336e-06 3.30834660347699602e-09 5.81335702901538301e-10
1.1748975549395302e-06 3.30691477648881672e-09 5.80666800564796891e-10
1.18850222743701909e-06 3.3054835691843561e-09 5.79998667887193703e-10
1.2022644346174136e-06 3.30405298129541863e-09 5.79331303983135733e-10
1.21618600064636887e-06 3.30262301255392747e-09 5.78664707968049062e-10
1.23026877081238242e-06 3.3011936626919187e-09 5.77998878958377512e-10
1.24451461177138599e-06 3.29976493144154712e-09 5.7733381607158172e-10
1.25892541179416823e-06 3.29833681853508248e-09 5.76669518426137477e-10
1.27350308101666285e-06 3.29690932370490951e-09 5.76005985141535319e-10
1.28824955169313518e-06 3.29548244668353e-09 5.7534321533827846e-10
1.30316677845230061e-06 3.29405618720356113e-09 5.74681208137882477e-10
1.31825673855640845e-06 3.29263054499773588e-09 5.74019962662873452e-10
1.33352143216332558e-06 3.29120551979890179e-09 5.73359478036787352e-10
1.34896288259165522e-06 3.28978111134002429e-09 5.72699753384168581e-10
1.36458313658892618e-06 3.28835731935418252e-09 5.72040787830568633e-10
1.38038426460288654e-06 3.28693414357457145e-09 5.71382580502545476e-10
1.39636836105593931e-06 3.28551158373450185e-09 5.70725130527661999e-10
1.41253754462275605e-06 3.28408963956739946e-09 5.7006843703448477e-10
1.42889395851110465e-06 3.28266831080680665e-09 5.69412499152583419e-10
1.44543977074592942e-06 3.28124759718637997e-09 5.68757316012528669e-10
1.46217717445672011e-06 3.27982749843989049e-09 5.68102886745892029e-10
1.4791083881682094e-06 3.27840801430122677e-09 5.67449210485244037e-10
1.49623565609443541e-06 3.27698914450439069e-09 5.66796286364153326e-10
1.51356124843621036e-06 3.27557088878349993e-09 5.66144113517185384e-10
1.53108746168203239e-06 3.27415324687278673e-09 5.65492691079901937e-10
1.54881661891248364e-06 3.27273621850659957e-09 5.64842018188858775e-10
1.56675107010815143e-06 3.27131980341940022e-09 5.64192093981605648e-10
1.58489319246111599e-06 3.26990400134576711e-09 5.63542917596684199e-10
1.60324539069004414e-06 3.26848881202039198e-09 5.6289448817362786e-10
1.62181009735893272e-06 3.2670742351780828e-09 5.62246804852959787e-10
1.64058977319954219e-06 3.26566027055376044e-09 5.61599866776192028e-10
1.65958690743756367e-06 3.26424691788246282e-09 5.60953673085824596e-10
1.67880401812256343e-06 3.26283417689934077e-09 5.60308222925344226e-10
1.69824365246174758e-06 3.26142204733966051e-09 5.5966351543922293e-10
1.71790838715759147e-06 3.26001052893880284e-09 5.59019549772917271e-10
1.73780082874937889e-06 3.25859962143226267e-09 5.58376325072867329e-10
1.75792361395869617e-06 3.25718932455564953e-09 5.57733840486494635e-10
1.7782794100389265e-06 3.25577963804468788e-09 5.57092095162202376e-10
1.79887091512879167e-06 3.25437056163521635e-09 5.56451088249373431e-10
1.81970085860998745e-06 3.2529620950631865e-09 5.55810818898369338e-10
1.84077200146895999e-06 3.25155423806466648e-09 5.55171286260529155e-10
1.86208713666287174e-06 3.25014699037583739e-09 5.54532489488168735e-10
1.88364908948980499e-06 3.24874035173299446e-09 5.53894427734578973e-10
1.90546071796325172e-06 3.24733432187254707e-09 5.53257100154025286e-10
1.92752491319094052e-06 3.24592890053101959e-09 5.5262050590174606e-10
1.94984459975805007e-06 3.24452408744504888e-09 5.51984644133951827e-10
1.97242273611485878e-06 3.24311988235138719e-09 5.51349514007823815e-10
1.99526231496888464e-06 3.24171628498689968e-09 5.50715114681513017e-10
2.01836636368156641e-06 3.24031329508856648e-09 5.50081445314139469e-10
2.04173794466953494e-06 3.23891091239348066e-09 5.49448505065790388e-10
2.065380155810535e-06 3.23750913663884858e-09 5.48816293097519447e-10
2.08929613085404531e-06 3.2361079675619916e-09 5.48184808571345537e-10
2.11348903983665289e-06 3.23470740490034481e-09 5.47554050650252144e-10
2.13796208950223857e-06 3.23330744839145578e-09 5.46924018498185592e-10
2.16271852372702703e-06 3.23190809777298626e-09 5.46294711280054113e-10
2.18776162394955936e-06 3.23050935278271173e-09 5.45666128161727124e-10
2.21309470960564487e-06 3.22911121315852056e-09 5.45038268310033363e-10
2.2387211385683469e-06 3.22771367863841529e-09 5.44411130892760684e-10
2.26464430759306726e-06 3.22631674896051178e-09 5.43784715078654197e-10
2.29086765276778108e-06 3.22492042386303838e-09 5.43159020037415749e-10
2.31739464996848689e-06 3.2235247030843372e-09 5.4253404493970227e-10
2.34422881531993065e-06 3.22212958636286446e-09 5.41909788957125258e-10
2.37137370566166411e-06 3.22073507343718892e-09 5.41286251262249018e-10
2.39883291901949943e-06 3.21934116404599181e-09 5.40663431028590251e-10
2.42661009508242485e-06 3.21794785792806809e-09 5.40041327430616398e-10
2.45470891568503983e-06 3.21655515482232567e-09 5.39419939643745021e-10
2.48313310529557989e-06 3.21516305446778574e-09 5.38799266844342354e-10
2.5118864315095899e-06 3.21377155660358242e-09 5.38179308209722375e-10
2.54097270554931515e-06 3.21238066096896234e-09 5.37560062918145354e-10
2.5703957827688744e-06 3.21099036730328459e-09 5.36941530148817651e-10
2.60015956316528288e-06 3.20960067534602244e-09 5.36323709081889334e-10
2.6302679918953931e-06 3.20821158483676082e-09 5.35706598898454699e-10
2.66072505979882126e-06 3.20682309551519717e-09 5.3509019878054958e-10
2.69153480392692776e-06 3.20543520712114306e-09 5.34474507911151143e-10
2.72270130807792478e-06 3.20404791939452132e-09 5.33859525474177056e-10
2.75422870333817904e-06 3.20266123207536688e-09 5.33245250654483426e-10
2.78612116862978341e-06 3.20127514490382879e-09 5.32631682637864382e-10
2.81838293126446741e-06 3.19988965762016822e-09 5.32018820611051456e-10
2.85101826750392339e-06 3.19850476996475716e-09 5.31406663761711305e-10
2.88403150312662028e-06 3.19712048167808217e-09 5.30795211278445615e-10
2.91742701400118136e-06 3.19573679250074022e-09 5.30184462350789541e-10
2.95120922666640065e-06 3.19435370217344164e-09 5.29574416169210783e-10
2.98538261891797501e-06 3.19297121043700965e-09 5.28965071925108859e-10
3.01995172040203199e-06 3.19158931703237748e-09 5.28356428810813039e-10
3.05492111321552923e-06 3.19020802170059169e-09 5.27748486019582549e-10
3.09029543251360714e-06 3.18882732418281216e-09 5.27141242745604508e-10
3.12607936712397199e-06 3.18744722422030838e-09 5.26534698183993403e-10
3.16227766016839656e-06 3.18606772155446357e-09 5.25928851530789652e-10
3.19889510969141555e-06 3.18468881592677221e-09 5.25323701982958974e-10
3.23593656929630038e-06 3.18331050707884128e-09 5.24719248738391049e-10
3.27340694878840014e-06 3.18193279475238817e-09 5.24115490995898176e-10
3.31131121482592974e-06 3.18055567868924321e-09 5.23512427955214958e-10
3.34965439157829578e-06 3.17917915863134878e-09 5.22910058816996547e-10
3.38844156139204531e-06 3.17780323432075771e-09 5.22308382782817818e-10
3.42767786546452376e-06 3.17642790549963574e-09 5.21707399055172538e-10
3.46736850452533717e-06 3.17505317191025944e-09 5.21107106837471923e-10
3.50751873952570145e-06 3.17367903329501665e-09 5.20507505334043909e-10
3.54813389233577665e-06 3.17230548939640729e-09 5.19908593750131918e-10
3.58921934645007473e-06 3.17093253995704334e-09 5.1931037129189361e-10
3.63078054770103653e-06 3.16956018471964642e-09 5.18712837166400474e-10
3.67282300498087032e-06 3.16818842342705104e-09 5.18115990581636069e-10
3.71535229097174963e-06 3.16681725582220213e-09 5.17519830746495405e-10
3.75837404288446625e-06 3.16544668164815671e-09 5.16924356870783698e-10
3.80189396320563693e-06 3.16407670064808141e-09 5.16329568165215548e-10
3.84591782045356131e-06 3.16270731256525659e-09 5.15735463841413282e-10
3.89045144994283218e-06 3.16133851714307097e-09 5.15142043111906849e-10
3.93550075455780151e-06 3.15997031412502619e-09 5.14549305190132171e-10
3.98107170553499961e-06 3.1586027032547343e-09 5.13957249290429999e-10
4.02717034325461879e-06 3.1572356842759182e-09 5.13365874628045297e-10
4.07380277804115604e-06 3.15586925693241165e-09 5.12775180419126001e-10
4.1209751909733315e-06 3.15450342096815964e-09 5.12185165880721776e-10
4.16869383470338365e-06 3.15313817612721719e-09 5.1159583023078319e-10
4.2169650342858529e-06 3.15177352215375139e-09 5.11007172688161095e-10
4.26579518801595789e-06 3.15040945879203936e-09 5.10419192472604659e-10
4.31519076827768383e-06 3.14904598578646823e-09 5.09831888804760751e-10
4.36515832240169219e-06 3.14768310288153762e-09 5.09245260906173727e-10
4.41570447353315848e-06 3.14632080982185511e-09 5.08659307999282853e-10
4.46683592150966515e-06 3.14495910635214035e-09 5.08074029307422297e-10
4.518559443749258e-06 3.14359799221722426e-09 5.07489424054820207e-10
4.57088189614878569e-06 3.14223746716204651e-09 5.0690549146659715e-10
4.62381021399263895e-06 3.14087753093165846e-09 5.06322230768764986e-10
4.67735141287201854e-06 3.13951818327122107e-09 5.05739641188226651e-10
4.73151258961484191e-06 3.13815942392600572e-09 5.05157721952774404e-10
4.78630092322642153e-06 3.1368012526413934e-09 5.04576472291089003e-10
4.84172367584103189e-06 3.13544366916287719e-09 5.03995891432738559e-10
4.89778819368450149e-06 3.13408667323605849e-09 5.03415978608178235e-10
4.95450190804794238e-06 3.1327302646066496e-09 5.02836733048747964e-10
5.01187233627276393e-06 3.1313744430204728e-09 5.02258153986672556e-10
5.06990708274708519e-06 3.13001920822346038e-09 5.01680240655060046e-10
5.12861383991369129e-06 3.12866455996165385e-09 5.01102992287901067e-10
5.18800038928965452e-06 3.12731049798120593e-09 5.00526408120067305e-10
5.24807460249777053e-06 3.12595702202837817e-09 4.99950487387311288e-10
5.30884444230992931e-06 3.12460413184954249e-09 4.9937522932626453e-10
