#x	dN/dlog[10,x] (elec)	dN/dlog[10,x] (phot)	dN/dlog[10,x] (oth)
1.412e-07	0.00000e+00	0.00000e+00	0.00000e+00
1.585e-07	0.00000e+00	0.00000e+00	0.00000e+00
1.778e-07	0.00000e+00	0.00000e+00	0.00000e+00
1.995e-07	0.00000e+00	0.00000e+00	0.00000e+00
2.239e-07	0.00000e+00	0.00000e+00	0.00000e+00
2.512e-07	0.00000e+00	0.00000e+00	0.00000e+00
2.818e-07	0.00000e+00	0.00000e+00	0.00000e+00
3.162e-07	0.00000e+00	0.00000e+00	0.00000e+00
3.548e-07	0.00000e+00	0.00000e+00	0.00000e+00
3.981e-07	0.00000e+00	0.00000e+00	8.66503e-06
4.467e-07	0.00000e+00	0.00000e+00	0.00000e+00
5.012e-07	0.00000e+00	0.00000e+00	0.00000e+00
5.623e-07	0.00000e+00	0.00000e+00	0.00000e+00
6.310e-07	0.00000e+00	0.00000e+00	4.33251e-06
7.080e-07	0.00000e+00	0.00000e+00	4.33251e-06
7.943e-07	0.00000e+00	0.00000e+00	4.33251e-06
8.912e-07	0.00000e+00	0.00000e+00	8.66503e-06
1.000e-06	0.00000e+00	0.00000e+00	1.29975e-05
1.122e-06	0.00000e+00	0.00000e+00	4.33251e-06
1.259e-06	0.00000e+00	0.00000e+00	8.66503e-06
1.412e-06	0.00000e+00	0.00000e+00	0.00000e+00
1.585e-06	0.00000e+00	0.00000e+00	1.73301e-05
1.778e-06	0.00000e+00	0.00000e+00	4.33251e-06
1.995e-06	0.00000e+00	0.00000e+00	1.29975e-05
2.239e-06	0.00000e+00	0.00000e+00	4.33251e-06
2.512e-06	0.00000e+00	0.00000e+00	1.29975e-05
2.818e-06	0.00000e+00	0.00000e+00	2.16626e-05
3.162e-06	0.00000e+00	0.00000e+00	3.03276e-05
3.548e-06	0.00000e+00	0.00000e+00	3.46601e-05
3.981e-06	0.00000e+00	0.00000e+00	4.33251e-05
4.467e-06	0.00000e+00	0.00000e+00	2.59951e-05
5.012e-06	0.00000e+00	0.00000e+00	6.06552e-05
5.623e-06	0.00000e+00	0.00000e+00	5.19902e-05
6.310e-06	0.00000e+00	0.00000e+00	5.19902e-05
7.080e-06	0.00000e+00	0.00000e+00	6.93202e-05
7.943e-06	0.00000e+00	0.00000e+00	5.19902e-05
8.912e-06	0.00000e+00	0.00000e+00	5.19902e-05
1.000e-05	0.00000e+00	0.00000e+00	5.19902e-05
1.122e-05	0.00000e+00	0.00000e+00	8.66503e-05
1.259e-05	0.00000e+00	0.00000e+00	8.66503e-05
1.412e-05	4.33251e-06	0.00000e+00	8.66503e-05
1.585e-05	1.73301e-05	0.00000e+00	1.34308e-04
1.778e-05	1.29975e-05	0.00000e+00	1.29975e-04
1.995e-05	2.16626e-05	0.00000e+00	1.73301e-04
2.239e-05	2.59951e-05	0.00000e+00	1.81966e-04
2.512e-05	2.16626e-05	0.00000e+00	1.81966e-04
2.818e-05	3.03276e-05	0.00000e+00	2.16626e-04
3.162e-05	3.46601e-05	0.00000e+00	2.16626e-04
3.548e-05	6.49877e-05	0.00000e+00	2.29623e-04
3.981e-05	7.79853e-05	0.00000e+00	2.90278e-04
4.467e-05	6.49877e-05	0.00000e+00	2.64283e-04
5.012e-05	1.03980e-04	0.00000e+00	4.11589e-04
5.623e-05	8.23178e-05	0.00000e+00	3.94259e-04
6.310e-05	1.34308e-04	0.00000e+00	3.89926e-04
7.080e-05	1.60303e-04	0.00000e+00	5.24234e-04
7.943e-05	1.42973e-04	0.00000e+00	5.76224e-04
8.912e-05	1.42973e-04	0.00000e+00	6.32547e-04
1.000e-04	2.07961e-04	0.00000e+00	7.32195e-04
1.122e-04	1.99296e-04	0.00000e+00	8.53505e-04
1.259e-04	3.03276e-04	0.00000e+00	9.27158e-04
1.412e-04	3.37936e-04	0.00000e+00	1.04847e-03
1.585e-04	3.42269e-04	0.00000e+00	1.10912e-03
1.778e-04	3.42269e-04	0.00000e+00	1.32575e-03
1.995e-04	4.37584e-04	0.00000e+00	1.38640e-03
2.239e-04	3.98591e-04	0.00000e+00	1.55104e-03
2.512e-04	5.50229e-04	0.00000e+00	1.72434e-03
2.818e-04	5.76224e-04	0.00000e+00	2.01029e-03
3.162e-04	6.49877e-04	0.00000e+00	2.16626e-03
3.548e-04	7.49525e-04	0.00000e+00	2.40888e-03
3.981e-04	9.44488e-04	0.00000e+00	2.90278e-03
4.467e-04	9.57486e-04	0.00000e+00	3.25805e-03
5.012e-04	1.09613e-03	0.00000e+00	3.41402e-03
5.623e-04	1.26509e-03	0.00000e+00	4.18954e-03
6.310e-04	1.43406e-03	0.00000e+00	4.27186e-03
7.079e-04	1.51205e-03	0.00000e+00	5.12537e-03
7.943e-04	1.72434e-03	0.00000e+00	5.62360e-03
8.913e-04	2.09260e-03	0.00000e+00	6.31681e-03
1.000e-03	2.10560e-03	0.00000e+00	7.14432e-03
1.122e-03	2.42621e-03	0.00000e+00	8.20578e-03
1.259e-03	2.56485e-03	0.00000e+00	8.79501e-03
1.412e-03	2.97644e-03	0.00000e+00	1.02464e-02
1.585e-03	3.38369e-03	0.00000e+00	1.11562e-02
1.778e-03	3.83428e-03	0.00000e+00	1.26466e-02
1.995e-03	4.47549e-03	0.00000e+00	1.42236e-02
2.239e-03	4.80909e-03	0.00000e+00	1.57574e-02
2.512e-03	5.43730e-03	0.00000e+00	1.80839e-02
2.818e-03	5.89222e-03	0.00000e+00	1.97519e-02
3.162e-03	6.99268e-03	0.00000e+00	2.27630e-02
3.548e-03	7.50391e-03	0.00000e+00	2.54925e-02
3.981e-03	8.69536e-03	0.00000e+00	2.80574e-02
4.467e-03	9.42322e-03	0.00000e+00	3.16057e-02
5.012e-03	1.08053e-02	0.00000e+00	3.58429e-02
5.623e-03	1.25383e-02	0.00000e+00	4.00498e-02
6.310e-03	1.35998e-02	0.00000e+00	4.44386e-02
7.079e-03	1.52461e-02	0.00000e+00	5.05475e-02
7.943e-03	1.72001e-02	0.00000e+00	5.64440e-02
8.913e-03	1.90111e-02	0.00000e+00	6.28042e-02
1.000e-02	2.21132e-02	0.00000e+00	7.11355e-02
1.122e-02	2.46087e-02	0.00000e+00	8.04634e-02
1.259e-02	2.70912e-02	0.00000e+00	8.92671e-02
1.413e-02	3.01326e-02	0.00000e+00	1.00449e-01
1.585e-02	3.38586e-02	0.00000e+00	1.14114e-01
1.778e-02	3.87847e-02	0.00000e+00	1.26146e-01
1.995e-02	4.37021e-02	0.00000e+00	1.41335e-01
2.239e-02	4.89791e-02	0.00000e+00	1.58622e-01
2.512e-02	5.56165e-02	0.00000e+00	1.77109e-01
2.818e-02	6.18640e-02	0.00000e+00	1.98356e-01
3.162e-02	6.83324e-02	0.00000e+00	2.23748e-01
3.548e-02	7.75953e-02	0.00000e+00	2.53149e-01
3.981e-02	8.52942e-02	0.00000e+00	2.83819e-01
4.467e-02	9.63032e-02	0.00000e+00	3.15862e-01
5.012e-02	1.08438e-01	0.00000e+00	3.53191e-01
5.623e-02	1.19265e-01	0.00000e+00	3.97816e-01
6.310e-02	1.35148e-01	0.00000e+00	4.43693e-01
7.079e-02	1.50694e-01	0.00000e+00	4.97576e-01
7.943e-02	1.68639e-01	0.00000e+00	5.55675e-01
8.912e-02	1.88495e-01	0.00000e+00	6.19935e-01
1.000e-01	2.09655e-01	0.00000e+00	6.90729e-01
1.122e-01	2.33930e-01	0.00000e+00	7.66132e-01
1.259e-01	2.59604e-01	0.00000e+00	8.57418e-01
1.412e-01	2.87995e-01	0.00000e+00	9.49436e-01
1.585e-01	3.18648e-01	0.00000e+00	1.05288e+00
1.778e-01	3.50154e-01	0.00000e+00	1.16098e+00
1.995e-01	3.84251e-01	0.00000e+00	1.27723e+00
2.239e-01	4.15020e-01	0.00000e+00	1.39291e+00
2.512e-01	4.50984e-01	0.00000e+00	1.51481e+00
2.818e-01	4.79692e-01	0.00000e+00	1.63191e+00
3.162e-01	5.04634e-01	0.00000e+00	1.74570e+00
3.548e-01	5.17064e-01	0.00000e+00	1.84937e+00
3.981e-01	5.18013e-01	0.00000e+00	1.91919e+00
4.467e-01	5.05132e-01	0.00000e+00	1.03093e+00
5.012e-01	4.64610e-01	0.00000e+00	8.11129e-01
5.623e-01	3.92175e-01	0.00000e+00	6.47204e-01
6.310e-01	2.91756e-01	0.00000e+00	4.59008e-01
7.079e-01	1.89435e-01	0.00000e+00	2.80093e-01
7.943e-01	9.99208e-02	0.00000e+00	1.33389e-01
8.912e-01	2.98510e-02	0.00000e+00	3.67701e-02
1.000e+00	1.36474e-03	0.00000e+00	1.55104e-03
