500 28
6.3057733 6.3114998 6.3172262 6.3229527 6.3286791 6.3344056 6.340132 6.3458585 6.3515849 6.3573114 6.3630378 6.3687643 6.3744907 6.3802172 6.3859436 6.3916701 6.3973966 6.403123 6.4088495 6.4145759 6.4203024 6.4260288 6.4317553 6.4374817 6.4432082 6.4489346 6.4546611 6.4603875 6.466114 6.4718404 6.4775669 6.4832933 6.4890198 6.4947462 6.5004727 6.5061991 6.5119256 6.517652 6.5233785 6.5291049 6.5348314 6.5405578 6.5462843 6.5520107 6.5577372 6.5634636 6.5691901 6.5749165 6.580643 6.5863694 6.5920959 6.5978223 6.6035488 6.6092752 6.6150017 6.6207281 6.6264546 6.632181 6.6379075 6.6436339 6.6493604 6.6550868 6.6608133 6.6665397 6.6722662 6.6779926 6.6837191 6.6894455 6.695172 6.7008985 6.7066249 6.7123514 6.7180778 6.7238043 6.7295307 6.7352572 6.7409836 6.7467101 6.7524365 6.758163 6.7638894 6.7696159 6.7753423 6.7810688 6.7867952 6.7925217 6.7982481 6.8039746 6.809701 6.8154275 6.8211539 6.8268804 6.8326068 6.8383333 6.8440597 6.8497862 6.8555126 6.8612391 6.8669655 6.872692 6.8784184 6.8841449 6.8898713 6.8955978 6.9013242 6.9070507 6.9127771 6.9185036 6.92423 6.9299565 6.9356829 6.9414094 6.9471358 6.9528623 6.9585887 6.9643152 6.9700416 6.9757681 6.9814945 6.987221 6.9929474 6.9986739 7.0044003 7.0101268 7.0158533 7.0215797 7.0273062 7.0330326 7.0387591 7.0444855 7.050212 7.0559384 7.0616649 7.0673913 7.0731178 7.0788442 7.0845707 7.0902971 7.0960236 7.10175 7.1074765 7.1132029 7.1189294 7.1246558 7.1303823 7.1361087 7.1418352 7.1475616 7.1532881 7.1590145 7.164741 7.1704674 7.1761939 7.1819203 7.1876468 7.1933732 7.1990997 7.2048261 7.2105526 7.216279 7.2220055 7.2277319 7.2334584 7.2391848 7.2449113 7.2506377 7.2563642 7.2620906 7.2678171 7.2735435 7.27927 7.2849964 7.2907229 7.2964493 7.3021758 7.3079022 7.3136287 7.3193552 7.3250816 7.3308081 7.3365345 7.342261 7.3479874 7.3537139 7.3594403 7.3651668 7.3708932 7.3766197 7.3823461 7.3880726 7.393799 7.3995255 7.4052519 7.4109784 7.4167048 7.4224313 7.4281577 7.4338842 7.4396106 7.4453371 7.4510635 7.45679 7.4625164 7.4682429 7.4739693 7.4796958 7.4854222 7.4911487 7.4968751 7.5026016 7.508328 7.5140545 7.5197809 7.5255074 7.5312338 7.5369603 7.5426867 7.5484132 7.5541396 7.5598661 7.5655925 7.571319 7.5770454 7.5827719 7.5884983 7.5942248 7.5999512 7.6056777 7.6114041 7.6171306 7.622857 7.6285835 7.63431 7.6400364 7.6457629 7.6514893 7.6572158 7.6629422 7.6686687 7.6743951 7.6801216 7.685848 7.6915745 7.6973009 7.7030274 7.7087538 7.7144803 7.7202067 7.7259332 7.7316596 7.7373861 7.7431125 7.748839 7.7545654 7.7602919 7.7660183 7.7717448 7.7774712 7.7831977 7.7889241 7.7946506 7.800377 7.8061035 7.8118299 7.8175564 7.8232828 7.8290093 7.8347357 7.8404622 7.8461886 7.8519151 7.8576415 7.863368 7.8690944 7.8748209 7.8805473 7.8862738 7.8920002 7.8977267 7.9034531 7.9091796 7.914906 7.9206325 7.9263589 7.9320854 7.9378119 7.9435383 7.9492648 7.9549912 7.9607177 7.9664441 7.9721706 7.977897 7.9836235 7.9893499 7.9950764 8.0008028 8.0065293 8.0122557 8.0179822 8.0237086 8.0294351 8.0351615 8.040888 8.0466144 8.0523409 8.0580673 8.0637938 8.0695202 8.0752467 8.0809731 8.0866996 8.092426 8.0981525 8.1038789 8.1096054 8.1153318 8.1210583 8.1267847 8.1325112 8.1382376 8.1439641 8.1496905 8.155417 8.1611434 8.1668699 8.1725963 8.1783228 8.1840492 8.1897757 8.1955021 8.2012286 8.206955 8.2126815 8.2184079 8.2241344 8.2298608 8.2355873 8.2413137 8.2470402 8.2527667 8.2584931 8.2642196 8.269946 8.2756725 8.2813989 8.2871254 8.2928518 8.2985783 8.3043047 8.3100312 8.3157576 8.3214841 8.3272105 8.332937 8.3386634 8.3443899 8.3501163 8.3558428 8.3615692 8.3672957 8.3730221 8.3787486 8.384475 8.3902015 8.3959279 8.4016544 8.4073808 8.4131073 8.4188337 8.4245602 8.4302866 8.4360131 8.4417395 8.447466 8.4531924 8.4589189 8.4646453 8.4703718 8.4760982 8.4818247 8.4875511 8.4932776 8.499004 8.5047305 8.5104569 8.5161834 8.5219098 8.5276363 8.5333627 8.5390892 8.5448156 8.5505421 8.5562686 8.561995 8.5677215 8.5734479 8.5791744 8.5849008 8.5906273 8.5963537 8.6020802 8.6078066 8.6135331 8.6192595 8.624986 8.6307124 8.6364389 8.6421653 8.6478918 8.6536182 8.6593447 8.6650711 8.6707976 8.676524 8.6822505 8.6879769 8.6937034 8.6994298 8.7051563 8.7108827 8.7166092 8.7223356 8.7280621 8.7337885 8.739515 8.7452414 8.7509679 8.7566943 8.7624208 8.7681472 8.7738737 8.7796001 8.7853266 8.791053 8.7967795 8.8025059 8.8082324 8.8139588 8.8196853 8.8254117 8.8311382 8.8368646 8.8425911 8.8483175 8.854044 8.8597704 8.8654969 8.8712234 8.8769498 8.8826763 8.8884027 8.8941292 8.8998556 8.9055821 8.9113085 8.917035 8.9227614 8.9284879 8.9342143 8.9399408 8.9456672 8.9513937 8.9571201 8.9628466 8.968573 8.9742995 8.9800259 8.9857524 8.9914788 8.9972053 9.0029317 9.0086582 9.0143846 9.0201111 9.0258375 9.031564 9.0372904 9.0430169 9.0487433 9.0544698 9.0601962 9.0659227 9.0716491 9.0773756 9.083102 9.0888285 9.0945549 9.1002814 9.1060078 9.1117343 9.1174607 9.1231872 9.1289136 9.1346401 9.1403665 9.146093 9.1518194 9.1575459 9.1632723 
6.98686498e+00 1.42299998e+01 -4.84219298e+00 2.79623694e+00 1.23450887e+00 6.11013124e+00 3.99444952e-02 5.21579711e+00 -8.13816316e-01 4.35629736e+00 -1.66754340e+00 3.67265624e+00 -3.02507912e+00 3.19080080e+00 -3.12958876e+00 1.97156068e+00 -4.72014467e+00 1.91354197e+00 -4.42473718e+00 -3.16599639e-01 1.39858850e+01 1.24048026e+01 1.08562631e+01 9.70354983e+00 8.78980751e+00 8.05811851e+00 7.54698633e+00 -6.90775528e+02 6.14711030e+00 5.31889334e+00 -3.35987985e+01 
7.01936140e+00 1.42307563e+01 -4.80933815e+00 2.79691563e+00 1.23599157e+00 6.11828328e+00 4.23013674e-02 5.22616093e+00 -8.09224694e-01 4.36906088e+00 -1.66014660e+00 3.68632341e+00 -3.01109234e+00 3.20498067e+00 -3.11426768e+00 1.99042925e+00 -4.69353212e+00 1.93160521e+00 -4.39872718e+00 -2.99667031e-01 1.39863656e+01 1.24059946e+01 1.08581636e+01 9.70647873e+00 8.79419031e+00 8.06458542e+00 7.55601353e+00 -6.90775528e+02 6.16172584e+00 5.33619273e+00 -3.36010499e+01 
7.05171411e+00 1.42315188e+01 -4.77656354e+00 2.79760759e+00 1.23749670e+00 6.12647428e+00 4.46912938e-02 5.23654601e+00 -8.04592490e-01 4.38181951e+00 -1.65270596e+00 3.69998512e+00 -2.99707954e+00 3.21916875e+00 -3.09893525e+00 2.00926815e+00 -4.66695815e+00 1.94965320e+00 -4.37274302e+00 -2.82740861e-01 1.39868499e+01 1.24071943e+01 1.08600743e+01 9.70941999e+00 8.79858588e+00 8.07106188e+00 7.56504106e+00 -6.90775528e+02 6.17630934e+00 5.35344388e+00 -3.36032955e+01 
7.08390039e+00 1.42322873e+01 -4.74386853e+00 2.79831306e+00 1.23902458e+00 6.13470399e+00 4.71147031e-02 5.24695198e+00 -7.99919409e-01 4.39457305e+00 -1.64522133e+00 3.71364131e+00 -2.98304052e+00 3.23336479e+00 -3.08359128e+00 2.02807752e+00 -4.64042251e+00 1.96768591e+00 -4.34678462e+00 -2.65820825e-01 1.39873381e+01 1.24084016e+01 1.08619953e+01 9.71237360e+00 8.80299416e+00 8.07754782e+00 7.57406890e+00 -6.90775528e+02 6.19086097e+00 5.37064710e+00 -3.36055591e+01 
7.11596345e+00 1.42330620e+01 -4.71125352e+00 2.79903226e+00 1.24057551e+00 6.14297205e+00 4.95719977e-02 5.25737838e+00 -7.95205207e-01 4.40732122e+00 -1.63769265e+00 3.72729179e+00 -2.96897527e+00 3.24756841e+00 -3.06823569e+00 2.04685733e+00 -4.61392541e+00 1.98570317e+00 -4.32085228e+00 -2.48906691e-01 1.39878300e+01 1.24096166e+01 1.08639264e+01 9.71533949e+00 8.80741505e+00 8.08404315e+00 7.58309700e+00 -6.90775528e+02 6.20538085e+00 5.38780258e+00 -3.36077982e+01 
7.14789491e+00 1.42338428e+01 -4.67871809e+00 2.79976542e+00 1.24214983e+00 6.15127818e+00 5.20636049e-02 5.26782482e+00 -7.90449600e-01 4.42006380e+00 -1.63011979e+00 3.74093648e+00 -2.95488365e+00 3.26177933e+00 -3.05286832e+00 2.06560768e+00 -4.58746671e+00 2.00370492e+00 -4.29494601e+00 -2.31998179e-01 1.39883258e+01 1.24108393e+01 1.08658678e+01 9.71831764e+00 8.81184848e+00 8.09054778e+00 7.59212531e+00 -6.90775528e+02 6.21986912e+00 5.40491061e+00 -3.36100221e+01 
7.17968457e+00 1.42346298e+01 -4.64626194e+00 2.80051277e+00 1.24374786e+00 6.15962210e+00 5.45899515e-02 5.27829089e+00 -7.85652314e-01 4.43280060e+00 -1.62250264e+00 3.75457529e+00 -2.94076555e+00 3.27599727e+00 -3.03748900e+00 2.08432866e+00 -4.56104629e+00 2.02169108e+00 -4.26906586e+00 -2.15095025e-01 1.39888254e+01 1.24120696e+01 1.08678194e+01 9.72130802e+00 8.81629438e+00 8.09706164e+00 7.60115382e+00 -6.90775528e+02 6.23432593e+00 5.42197147e+00 -3.36122418e+01 
7.21132165e+00 1.42354230e+01 -4.61388460e+00 2.80127456e+00 1.24536995e+00 6.16800352e+00 5.71514718e-02 5.28877621e+00 -7.80813065e-01 4.44553141e+00 -1.61484109e+00 3.76820814e+00 -2.92662082e+00 3.29022197e+00 -3.02209756e+00 2.10302040e+00 -4.53466402e+00 2.03966162e+00 -4.24321180e+00 -1.98196955e-01 1.39893289e+01 1.24133078e+01 1.08697813e+01 9.72431058e+00 8.82075267e+00 8.10358467e+00 7.61018249e+00 -6.90775528e+02 6.24875144e+00 5.43898544e+00 -3.36144690e+01 
7.24281702e+00 1.42362224e+01 -4.58158597e+00 2.80205102e+00 1.24701641e+00 6.17642213e+00 5.97485922e-02 5.29928038e+00 -7.75931588e-01 4.45825601e+00 -1.60713503e+00 3.78183492e+00 -2.91244940e+00 3.30445312e+00 -3.00669388e+00 2.12168293e+00 -4.50831984e+00 2.05761643e+00 -4.21738396e+00 -1.81303728e-01 1.39898363e+01 1.24145536e+01 1.08717534e+01 9.72732530e+00 8.82522327e+00 8.11011677e+00 7.61921129e+00 -6.90775528e+02 6.26314578e+00 5.45595276e+00 -3.36166935e+01 
7.27419382e+00 1.42370281e+01 -4.54936629e+00 2.80284239e+00 1.24868757e+00 6.18487756e+00 6.23817276e-02 5.30980294e+00 -7.71007640e-01 4.47097417e+00 -1.59938441e+00 3.79545549e+00 -2.89825129e+00 3.31869040e+00 -2.99127789e+00 2.14031626e+00 -4.48201392e+00 2.07555534e+00 -4.19158257e+00 -1.64415137e-01 1.39903475e+01 1.24158072e+01 1.08737356e+01 9.73035211e+00 8.82970610e+00 8.11665787e+00 7.62824016e+00 -6.90775528e+02 6.27750907e+00 5.47287366e+00 -3.36188931e+01 
