# Noise spectrum for Planck, estimated after the data release in 2015
# l_max = 3000 for temperature (T), polarisation (P)
# l_max = 2000 for deflection potential
# Actual numbers are
# l | Delta C^TT_l | Delta C^EE_l | Delta D^dd_l
# with D_l = l(l+1) C_l / 2pi
# so this is:
# l | Delta C^TT_l | Delta C^EE_l | (l(l+1)/2pi) * Delta C^dd_l
# if you want to convert deflection (d) into lensing potential (p):
# C_l^dd = l(l+1) C_l^pp
#
# Credits Anthony Challinor
#
# (for l>2000 the lensing noise was not computed and replaced by huge noise level = 1.)
#
    2   5.48826835217763976E-05   3.42101947916283048e-04   1.58270993e-07
    3   5.48829651184581680E-05   3.42104254484487278e-04   1.45873230e-07
    4   5.48833405825785813E-05   3.42107329931097982e-04   1.41470920e-07
    5   5.48838099157474203E-05   3.42111174275262818e-04   1.39373554e-07
    6   5.48843731199769166E-05   3.42115787540916690e-04   1.38230575e-07
    7   5.48850301976817919E-05   3.42121169756781792e-04   1.37541221e-07
    8   5.48857811516792303E-05   3.42127320956368049e-04   1.37104223e-07
    9   5.48866259851889463E-05   3.42134241177973711e-04   1.36814165e-07
   10   5.48875647018331442E-05   3.42141930464685243e-04   1.36630064e-07
   11   5.48885973056365993E-05   3.42150388864377976e-04   1.36502180e-07
   12   5.48897238010266240E-05   3.42159616429716707e-04   1.36429023e-07
   13   5.48909441928331290E-05   3.42169613218155856e-04   1.36384827e-07
   14   5.48922584862886298E-05   3.42180379291940338e-04   1.36378191e-07
   15   5.48936666870283215E-05   3.42191914718105992e-04   1.36380450e-07
   16   5.48951688010900174E-05   3.42204219568480292e-04   1.36407721e-07
   17   5.48967648349142783E-05   3.42217293919682938e-04   1.36444484e-07
   18   5.48984547953444189E-05   3.42231137853126833e-04   1.36501313e-07
   19   5.49002386896265079E-05   3.42245751455018572e-04   1.36561880e-07
   20   5.49021165254094494E-05   3.42261134816359473e-04   1.36638448e-07
   21   5.49040883107450368E-05   3.42277288032946279e-04   1.36721738e-07
   22   5.49061540540879330E-05   3.42294211205372405e-04   1.36811195e-07
   23   5.49083137642957851E-05   3.42311904439028428e-04   1.36916356e-07
   24   5.49105674506292652E-05   3.42330367844103603e-04   1.37019995e-07
   25   5.49129151227520978E-05   3.42349601535586409e-04   1.37140674e-07
   26   5.49153567907310796E-05   3.42369605633266276e-04   1.37260258e-07
   27   5.49178924650362563E-05   3.42390380261734081e-04   1.37387445e-07
   28   5.49205221565408203E-05   3.42411925550383824e-04   1.37522107e-07
   29   5.49232458765213483E-05   3.42434241633413549e-04   1.37666689e-07
   30   5.49260636366576862E-05   3.42457328649827084e-04   1.37811412e-07
   31   5.49289754490331315E-05   3.42481186743434792e-04   1.37970687e-07
   32   5.49319813261344881E-05   3.42505816062855422e-04   1.38124406e-07
   33   5.49350812808521000E-05   3.42531216761517241e-04   1.38292435e-07
   34   5.49382753264799527E-05   3.42557388997659774e-04   1.38462681e-07
   35   5.49415634767157142E-05   3.42584332934335047e-04   1.38639905e-07
   36   5.49449457456608432E-05   3.42612048739409541e-04   1.38825044e-07
   37   5.49484221478206840E-05   3.42640536585565219e-04   1.39018155e-07
   38   5.49519926981044803E-05   3.42669796650301914e-04   1.39209206e-07
   39   5.49556574118255508E-05   3.42699829115938415e-04   1.39415249e-07
   40   5.49594163047012628E-05   3.42730634169614412e-04   1.39617498e-07
   41   5.49632693928532283E-05   3.42762212003292724e-04   1.39836175e-07
   42   5.49672166928073447E-05   3.42794562813760384e-04   1.40052066e-07
   43   5.49712582214938693E-05   3.42827686802631127e-04   1.40277891e-07
   44   5.49753939962475754E-05   3.42861584176347076e-04   1.40505037e-07
   45   5.49796240348077519E-05   3.42896255146180854e-04   1.40744206e-07
