500 41 8
3.4003637 3.4119126 3.4234615 3.4350104 3.4465594 3.4581083 3.4696572 3.4812061 3.492755 3.5043039 3.5158529 3.5274018 3.5389507 3.5504996 3.5620485 3.5735974 3.5851463 3.5966953 3.6082442 3.6197931 3.631342 3.6428909 3.6544398 3.6659887 3.6775377 3.6890866 3.7006355 3.7121844 3.7237333 3.7352822 3.7468312 3.7583801 3.769929 3.7814779 3.7930268 3.8045757 3.8161246 3.8276736 3.8392225 3.8507714 3.8623203 3.8738692 3.8854181 3.8969671 3.908516 3.9200649 3.9316138 3.9431627 3.9547116 3.9662605 3.9778095 3.9893584 4.0009073 4.0124562 4.0240051 4.035554 4.0471029 4.0586519 4.0702008 4.0817497 4.0932986 4.1048475 4.1163964 4.1279454 4.1394943 4.1510432 4.1625921 4.174141 4.1856899 4.1972388 4.2087878 4.2203367 4.2318856 4.2434345 4.2549834 4.2665323 4.2780813 4.2896302 4.3011791 4.312728 4.3242769 4.3358258 4.3473747 4.3589237 4.3704726 4.3820215 4.3935704 4.4051193 4.4166682 4.4282171 4.4397661 4.451315 4.4628639 4.4744128 4.4859617 4.4975106 4.5090596 4.5206085 4.5321574 4.5437063 4.5552552 4.5668041 4.578353 4.589902 4.6014509 4.6129998 4.6245487 4.6360976 4.6476465 4.6591954 4.6707444 4.6822933 4.6938422 4.7053911 4.71694 4.7284889 4.7400379 4.7515868 4.7631357 4.7746846 4.7862335 4.7977824 4.8093313 4.8208803 4.8324292 4.8439781 4.855527 4.8670759 4.8786248 4.8901738 4.9017227 4.9132716 4.9248205 4.9363694 4.9479183 4.9594672 4.9710162 4.9825651 4.994114 5.0056629 5.0172118 5.0287607 5.0403096 5.0518586 5.0634075 5.0749564 5.0865053 5.0980542 5.1096031 5.1211521 5.132701 5.1442499 5.1557988 5.1673477 5.1788966 5.1904455 5.2019945 5.2135434 5.2250923 5.2366412 5.2481901 5.259739 5.271288 5.2828369 5.2943858 5.3059347 5.3174836 5.3290325 5.3405814 5.3521304 5.3636793 5.3752282 5.3867771 5.398326 5.4098749 5.4214238 5.4329728 5.4445217 5.4560706 5.4676195 5.4791684 5.4907173 5.5022663 5.5138152 5.5253641 5.536913 5.5484619 5.5600108 5.5715597 5.5831087 5.5946576 5.6062065 5.6177554 5.6293043 5.6408532 5.6524022 5.6639511 5.6755 5.6870489 5.6985978 5.7101467 5.7216956 5.7332446 5.7447935 5.7563424 5.7678913 5.7794402 5.7909891 5.802538 5.814087 5.8256359 5.8371848 5.8487337 5.8602826 5.8718315 5.8833805 5.8949294 5.9064783 5.9180272 5.9295761 5.941125 5.9526739 5.9642229 5.9757718 5.9873207 5.9988696 6.0104185 6.0219674 6.0335163 6.0450653 6.0566142 6.0681631 6.079712 6.0912609 6.1028098 6.1143588 6.1259077 6.1374566 6.1490055 6.1605544 6.1721033 6.1836522 6.1952012 6.2067501 6.218299 6.2298479 6.2413968 6.2529457 6.2644947 6.2760436 6.2875925 6.2991414 6.3106903 6.3222392 6.3337881 6.3453371 6.356886 6.3684349 6.3799838 6.3915327 6.4030816 6.4146305 6.4261795 6.4377284 6.4492773 6.4608262 6.4723751 6.483924 6.495473 6.5070219 6.5185708 6.5301197 6.5416686 6.5532175 6.5647664 6.5763154 6.5878643 6.5994132 6.6109621 6.622511 6.6340599 6.6456089 6.6571578 6.6687067 6.6802556 6.6918045 6.7033534 6.7149023 6.7264513 6.7380002 6.7495491 6.761098 6.7726469 6.7841958 6.7957447 6.8072937 6.8188426 6.8303915 6.8419404 6.8534893 6.8650382 6.8765872 6.8881361 6.899685 6.9112339 6.9227828 6.9343317 6.9458806 6.9574296 6.9689785 6.9805274 6.9920763 7.0036252 7.0151741 7.0267231 7.038272 7.0498209 7.0613698 7.0729187 7.0844676 7.0960165 7.1075655 7.1191144 7.1306633 7.1422122 7.1537611 7.16531 7.1768589 7.1884079 7.1999568 7.2115057 7.2230546 7.2346035 7.2461524 7.2577014 7.2692503 7.2807992 7.2923481 7.303897 7.3154459 7.3269948 7.3385438 7.3500927 7.3616416 7.3731905 7.3847394 7.3962883 7.4078372 7.4193862 7.4309351 7.442484 7.4540329 7.4655818 7.4771307 7.4886797 7.5002286 7.5117775 7.5233264 7.5348753 7.5464242 7.5579731 7.5695221 7.581071 7.5926199 7.6041688 7.6157177 7.6272666 7.6388156 7.6503645 7.6619134 7.6734623 7.6850112 7.6965601 7.708109 7.719658 7.7312069 7.7427558 7.7543047 7.7658536 7.7774025 7.7889514 7.8005004 7.8120493 7.8235982 7.8351471 7.846696 7.8582449 7.8697939 7.8813428 7.8928917 7.9044406 7.9159895 7.9275384 7.9390873 7.9506363 7.9621852 7.9737341 7.985283 7.9968319 8.0083808 8.0199298 8.0314787 8.0430276 8.0545765 8.0661254 8.0776743 8.0892232 8.1007722 8.1123211 8.12387 8.1354189 8.1469678 8.1585167 8.1700656 8.1816146 8.1931635 8.2047124 8.2162613 8.2278102 8.2393591 8.2509081 8.262457 8.2740059 8.2855548 8.2971037 8.3086526 8.3202015 8.3317505 8.3432994 8.3548483 8.3663972 8.3779461 8.389495 8.401044 8.4125929 8.4241418 8.4356907 8.4472396 8.4587885 8.4703374 8.4818864 8.4934353 8.5049842 8.5165331 8.528082 8.5396309 8.5511798 8.5627288 8.5742777 8.5858266 8.5973755 8.6089244 8.6204733 8.6320223 8.6435712 8.6551201 8.666669 8.6782179 8.6897668 8.7013157 8.7128647 8.7244136 8.7359625 8.7475114 8.7590603 8.7706092 8.7821581 8.7937071 8.805256 8.8168049 8.8283538 8.8399027 8.8514516 8.8630006 8.8745495 8.8860984 8.8976473 8.9091962 8.9207451 8.932294 8.943843 8.9553919 8.9669408 8.9784897 8.9900386 9.0015875 9.0131365 9.0246854 9.0362343 9.0477832 9.0593321 9.070881 9.0824299 9.0939789 9.1055278 9.1170767 9.1286256 9.1401745 9.1517234 9.1632723 
-2.3025851 -2.0794415 -1.89712 -1.7429693 -1.6094379 -1.4916549 -1.3862944 -1.2909842 -1.2039728 -1.1239301 -1.0498221 -0.98082925 -0.91629073 -0.85566611 -0.7985077 -0.74444047 -0.69314718 -0.64435702 -0.597837 -0.55338524 -0.51082562 -0.47000363 -0.43078292 -0.39304259 -0.35667494 -0.32158362 -0.28768207 -0.25489225 -0.22314355 -0.19237189 -0.16251893 -0.13353139 -0.10536052 -0.077961541 -0.051293294 -0.025317808 4.4408921e-16 0.024692613 0.048790164 0.072320662 0.09531018 
-3.18708989e+02 1.53001953e+01 -1.04277660e+02 1.47625824e+01 -1.05383406e+02 1.44227864e+01 -1.07776928e+02 -6.90775528e+02 -1.72980510e+02 -1.07545585e+02 -2.85558083e+01 -2.86694192e+01 -2.87622580e+01 -2.88407551e+01 -2.89087515e+01 -2.89687260e+01 -2.90223719e+01 -2.90708972e+01 -2.91151941e+01 -2.91559403e+01 -2.91936625e+01 -2.92287784e+01 -2.92616248e+01 -2.92924772e+01 -2.93215636e+01 -2.93490752e+01 -2.93751738e+01 -2.93999973e+01 -2.94236646e+01 -2.94462784e+01 -2.94679287e+01 -2.94886940e+01 -2.95086440e+01 -2.95278402e+01 -2.95463375e+01 -2.95641851e+01 -2.95814270e+01 -2.95981030e+01 -2.96142490e+01 -2.96298978e+01 -2.96450790e+01 -2.96598199e+01 -2.96741451e+01 -2.96880777e+01 -2.97016384e+01 -2.97148467e+01 -2.97277204e+01 -2.97402761e+01 -2.97525291e+01 -2.97644937e+01 -2.97761832e+01 
-3.01469835e+02 1.53001953e+01 -1.02917563e+02 1.47625824e+01 -1.04023309e+02 1.44227864e+01 -1.06416831e+02 -6.90775528e+02 -1.70881595e+02 -1.06185488e+02 -2.85613504e+01 -2.86749844e+01 -2.87678418e+01 -2.88463542e+01 -2.89143635e+01 -2.89743493e+01 -2.90280051e+01 -2.90765391e+01 -2.91208439e+01 -2.91615972e+01 -2.91993259e+01 -2.92344478e+01 -2.92672997e+01 -2.92981572e+01 -2.93272484e+01 -2.93547645e+01 -2.93808673e+01 -2.94056948e+01 -2.94293658e+01 -2.94519832e+01 -2.94736368e+01 -2.94944053e+01 -2.95143584e+01 -2.95335575e+01 -2.95520576e+01 -2.95699078e+01 -2.95871523e+01 -2.96038308e+01 -2.96199792e+01 -2.96356303e+01 -2.96508137e+01 -2.96655567e+01 -2.96798841e+01 -2.96938186e+01 -2.97073813e+01 -2.97205915e+01 -2.97334670e+01 -2.97460245e+01 -2.97582792e+01 -2.97702455e+01 -2.97819366e+01 
-6.90775528e+02 1.53001953e+01 -1.01573083e+02 1.47625824e+01 -1.02678829e+02 1.44227864e+01 -1.05072351e+02 -6.90775528e+02 -1.68806780e+02 -1.04841008e+02 -2.85668905e+01 -2.86805479e+01 -2.87734239e+01 -2.88519517e+01 -2.89199742e+01 -2.89799713e+01 -2.90336369e+01 -2.90821798e+01 -2.91264926e+01 -2.91672530e+01 -2.92049883e+01 -2.92401162e+01 -2.92729738e+01 -2.93038364e+01 -2.93329324e+01 -2.93604530e+01 -2.93865600e+01 -2.94113915e+01 -2.94350663e+01 -2.94576873e+01 -2.94793443e+01 -2.95001161e+01 -2.95200722e+01 -2.95392742e+01 -2.95577772e+01 -2.95756301e+01 -2.95928772e+01 -2.96095581e+01 -2.96257089e+01 -2.96413623e+01 -2.96565480e+01 -2.96712932e+01 -2.96856226e+01 -2.96995592e+01 -2.97131238e+01 -2.97263359e+01 -2.97392133e+01 -2.97517726e+01 -2.97640290e+01 -2.97759970e+01 -2.97876898e+01 
-3.02306033e+02 1.53001953e+01 -1.00244041e+02 1.47625824e+01 -1.01349787e+02 1.44227864e+01 -1.03743309e+02 -6.90775528e+02 -1.66755790e+02 -1.03511967e+02 -2.85724284e+01 -2.86861095e+01 -2.87790043e+01 -2.88575477e+01 -2.89255834e+01 -2.89855919e+01 -2.90392676e+01 -2.90878194e+01 -2.91321401e+01 -2.91729078e+01 -2.92106497e+01 -2.92457838e+01 -2.92786469e+01 -2.93095147e+01 -2.93386156e+01 -2.93661408e+01 -2.93922521e+01 -2.94170876e+01 -2.94407661e+01 -2.94633907e+01 -2.94850511e+01 -2.95058262e+01 -2.95257854e+01 -2.95449904e+01 -2.95634962e+01 -2.95813519e+01 -2.95986015e+01 -2.96152850e+01 -2.96314382e+01 -2.96470940e+01 -2.96622819e+01 -2.96770292e+01 -2.96913608e+01 -2.97052994e+01 -2.97188660e+01 -2.97320800e+01 -2.97449592e+01 -2.97575203e+01 -2.97697786e+01 -2.97817483e+01 -2.97934427e+01 
-3.03252520e+02 1.53001953e+01 -9.89302600e+01 1.47625824e+01 -1.00036006e+02 1.44227864e+01 -1.02429528e+02 -6.90775528e+02 -1.64728350e+02 -1.02198185e+02 -2.85779643e+01 -2.86916692e+01 -2.87845830e+01 -2.88631422e+01 -2.89311911e+01 -2.89912112e+01 -2.90448970e+01 -2.90934578e+01 -2.91377866e+01 -2.91785616e+01 -2.92163102e+01 -2.92514503e+01 -2.92843191e+01 -2.93151922e+01 -2.93442980e+01 -2.93718277e+01 -2.93979433e+01 -2.94227829e+01 -2.94464653e+01 -2.94690935e+01 -2.94907574e+01 -2.95115357e+01 -2.95314981e+01 -2.95507061e+01 -2.95692147e+01 -2.95870731e+01 -2.96043254e+01 -2.96210114e+01 -2.96371671e+01 -2.96528252e+01 -2.96680154e+01 -2.96827649e+01 -2.96970986e+01 -2.97110392e+01 -2.97246078e+01 -2.97378238e+01 -2.97507049e+01 -2.97632678e+01 -2.97755278e+01 -2.97874992e+01 -2.97991953e+01 
-3.00482262e+02 1.53001953e+01 -9.76315643e+01 1.47625824e+01 -9.87373103e+01 1.44227864e+01 -1.01130832e+02 -6.90775528e+02 -1.62724190e+02 -1.00899490e+02 -2.85834980e+01 -2.86972270e+01 -2.87901601e+01 -2.88687350e+01 -2.89367975e+01 -2.89968291e+01 -2.90505251e+01 -2.90990950e+01 -2.91434319e+01 -2.91842143e+01 -2.92219696e+01 -2.92571159e+01 -2.92899904e+01 -2.93208688e+01 -2.93499795e+01 -2.93775139e+01 -2.94036339e+01 -2.94284775e+01 -2.94521638e+01 -2.94747957e+01 -2.94964630e+01 -2.95172446e+01 -2.95372102e+01 -2.95564212e+01 -2.95749327e+01 -2.95927939e+01 -2.96100488e+01 -2.96267374e+01 -2.96428955e+01 -2.96585560e+01 -2.96737485e+01 -2.96885002e+01 -2.97028360e+01 -2.97167787e+01 -2.97303493e+01 -2.97435672e+01 -2.97564502e+01 -2.97690150e+01 -2.97812768e+01 -2.97932499e+01 -2.98049477e+01 
-6.90775528e+02 1.53001953e+01 -9.63477809e+01 1.47625824e+01 -9.74535269e+01 1.44227864e+01 -9.98470490e+01 -6.90775528e+02 -1.60743043e+02 -9.96157064e+01 -2.85890297e+01 -2.87027829e+01 -2.87957354e+01 -2.88743263e+01 -2.89424023e+01 -2.90024456e+01 -2.90561520e+01 -2.91047310e+01 -2.91490761e+01 -2.91898659e+01 -2.92276280e+01 -2.92627806e+01 -2.92956608e+01 -2.93265446e+01 -2.93556603e+01 -2.93831993e+01 -2.94093236e+01 -2.94341714e+01 -2.94578616e+01 -2.94804972e+01 -2.95021680e+01 -2.95229530e+01 -2.95429217e+01 -2.95621357e+01 -2.95806502e+01 -2.95985141e+01 -2.96157717e+01 -2.96324629e+01 -2.96486235e+01 -2.96642863e+01 -2.96794811e+01 -2.96942351e+01 -2.97085730e+01 -2.97225178e+01 -2.97360905e+01 -2.97493103e+01 -2.97621953e+01 -2.97747618e+01 -2.97870254e+01 -2.97990004e+01 -2.98106999e+01 
-6.90775528e+02 1.53001953e+01 -9.50787385e+01 1.47625824e+01 -9.61844845e+01 1.44227864e+01 -9.85780066e+01 -6.90775528e+02 -1.58784644e+02 -9.83466639e+01 -2.85945592e+01 -2.87083369e+01 -2.88013089e+01 -2.88799160e+01 -2.89480057e+01 -2.90080608e+01 -2.90617775e+01 -2.91103657e+01 -2.91547191e+01 -2.91955165e+01 -2.92332854e+01 -2.92684443e+01 -2.93013303e+01 -2.93322195e+01 -2.93613402e+01 -2.93888839e+01 -2.94150127e+01 -2.94398646e+01 -2.94635587e+01 -2.94861980e+01 -2.95078723e+01 -2.95286607e+01 -2.95486326e+01 -2.95678497e+01 -2.95863671e+01 -2.96042338e+01 -2.96214942e+01 -2.96381879e+01 -2.96543510e+01 -2.96700163e+01 -2.96852134e+01 -2.96999696e+01 -2.97143097e+01 -2.97282566e+01 -2.97418313e+01 -2.97550531e+01 -2.97679399e+01 -2.97805084e+01 -2.97927738e+01 -2.98047505e+01 -2.98164517e+01 
-6.90775528e+02 1.53001953e+01 -9.38242678e+01 1.47625824e+01 -9.49300138e+01 1.44227864e+01 -9.73235359e+01 -6.90775528e+02 -1.56848732e+02 -9.70921933e+01 -2.86000865e+01 -2.87138890e+01 -2.88068807e+01 -2.88855041e+01 -2.89536076e+01 -2.90136746e+01 -2.90674018e+01 -2.91159993e+01 -2.91603611e+01 -2.92011660e+01 -2.92389418e+01 -2.92741070e+01 -2.93069989e+01 -2.93378935e+01 -2.93670192e+01 -2.93945677e+01 -2.94207009e+01 -2.94455570e+01 -2.94692551e+01 -2.94918981e+01 -2.95135761e+01 -2.95343678e+01 -2.95543429e+01 -2.95735631e+01 -2.95920835e+01 -2.96099530e+01 -2.96272161e+01 -2.96439124e+01 -2.96600781e+01 -2.96757457e+01 -2.96909452e+01 -2.97057037e+01 -2.97200460e+01 -2.97339950e+01 -2.97475717e+01 -2.97607955e+01 -2.97736843e+01 -2.97862546e+01 -2.97985219e+01 -2.98105003e+01 -2.98222033e+01 
-6.90775528e+02 1.53001953e+01 -9.25842016e+01 1.47625824e+01 -9.36899476e+01 1.44227864e+01 -9.60834697e+01 -6.90775528e+02 -1.54935050e+02 -9.58521271e+01 -2.86056117e+01 -2.87194392e+01 -2.88124508e+01 -2.88910906e+01 -2.89592079e+01 -2.90192871e+01 -2.90730247e+01 -2.91216316e+01 -2.91660018e+01 -2.92068143e+01 -2.92445971e+01 -2.92797687e+01 -2.93126665e+01 -2.93435666e+01 -2.93726974e+01 -2.94002507e+01 -2.94263884e+01 -2.94512487e+01 -2.94749508e+01 -2.94975976e+01 -2.95192791e+01 -2.95400743e+01 -2.95600526e+01 -2.95792760e+01 -2.95977993e+01 -2.96156717e+01 -2.96329375e+01 -2.96496365e+01 -2.96658047e+01 -2.96814748e+01 -2.96966766e+01 -2.97114373e+01 -2.97257819e+01 -2.97397330e+01 -2.97533118e+01 -2.97665376e+01 -2.97794284e+01 -2.97920006e+01 -2.98042697e+01 -2.98162499e+01 -2.98279546e+01 
