1.	9464.08245110647
2.	1117.0741841593544
3.	312.07143454491444
4.	124.06904418514652
5.	59.90638869510162
6.	32.7670300858907
7.	19.581687703613326
8.	12.524623672293185
9.	8.468504489364918
10.	6.00670569296129
11.	4.447240672345547
12.	3.4248861894346976
13.	2.735642481046012
14.	2.260126042824928
15.	1.9256954407190916
16.	1.6866667861248468
17.	1.5134859118216353
18.	1.386560900196353
19.	1.2926253011148716
20.	1.2225276073942826
21.	1.1698512115865296
22.	1.1300321095822632
23.	1.0997827108729534
24.	1.07670829984098
25.	1.0590472971389848
26.	1.0454925938078403
27.	1.0350668983302629
28.	1.0270346386625
29.	1.0208389631233796
30.	1.01605620417069
31.	1.0123626414995406
32.	1.0095100258828735
33.	1.0073074085532447
34.	1.0056075528656858
35.	1.004296705645271
36.	1.003286852074333
37.	1.002509820328344
38.	1.0019127734419706
39.	1.0014547480943332
40.	1.001103987995298
41.	1.0008358834574054
42.	1.000631375523843
43.	1.0004757175404142
44.	1.000357512710893
45.	1.0002679653684803
46.	1.0002002981495546
47.	1.0001492982054492
48.	1.0001109639292534
49.	1.0000822300614751
50.	1.000060753951531
51.	1.0000447495472893
52.	1.0000328586274254
53.	1.0000240510800424
54.	1.0000175478159063
55.	1.0000127612996907
56.	1.0000092497748034
57.	1.0000066821134332
58.	1.0000048108949644
59.	1.0000034518427536
60.	1.0000024681625643
61.	1.0000017586499799
62.	1.0000012486879066
63.	1.0000008834537906
64.	1.0000006228111946
65.	1.000000437481195
66.	1.000000306183006
67.	1.0000002135061055
68.	1.0000001483325027
69.	1.0000001026712608
70.	1.000000070800801
71.	1.0000000486401284
72.	1.000000033289668
73.	1.0000000226972752
74.	1.0000000154162638
75.	1.000000010430801
76.	1.000000007030425
77.	1.0000000047202329
78.	1.0000000031568657
79.	1.0000000021030646
80.	1.0000000013955532
81.	1.000000000922425
82.	1.000000000607296
83.	1.0000000003982432
84.	1.0000000002601173
85.	1.0000000001692222
86.	1.0000000001096498
87.	1.0000000000707645
88.	1.0000000000454856
89.	1.0000000000291192
90.	1.0000000000185665
91.	1.00000000001179
92.	1.0000000000074565
93.	1.0000000000046965
94.	1.000000000002946
95.	1.0000000000018405
96.	1.000000000001145
97.	1.0000000000007097
98.	1.0000000000004379
99.	1.0000000000002691
100.	1.0000000000001648
101.	1.0000000000001004
102.	1.0000000000000608
103.	1.0000000000000369
104.	1.0000000000000222
105.	1.0000000000000133
106.	1.000000000000008
107.	1.0000000000000047
108.	1.0000000000000029
109.	1.0000000000000016
110.	1.0000000000000009
111.	1.0000000000000007
112.	1.0000000000000002
113.	1.0000000000000002
114.	1.
115.	1.
116.	1.
117.	1.
118.	1.
119.	1.
120.	1.
121.	1.
122.	1.
123.	1.
124.	1.
125.	1.
126.	1.
127.	1.
128.	1.
129.	1.
130.	1.
131.	1.
132.	1.
133.	1.
134.	1.
135.	1.
136.	1.
137.	1.
138.	1.
139.	1.
140.	1.
141.	1.
142.	1.
143.	1.
144.	1.
145.	1.
146.	1.
147.	1.
148.	1.
149.	1.
150.	1.
151.	1.
152.	1.
153.	1.
154.	1.
155.	1.
156.	1.
157.	1.
158.	1.
159.	1.
160.	1.
161.	1.
162.	1.
163.	1.
164.	1.
165.	1.
166.	1.
167.	1.
168.	1.
169.	1.
170.	1.
171.	1.
172.	1.
173.	1.
174.	1.
175.	1.
176.	1.
177.	1.
178.	1.
179.	1.
180.	1.
181.	1.
182.	1.
183.	1.
184.	1.
185.	1.
186.	1.
187.	1.
188.	1.
189.	1.
190.	1.
191.	1.
192.	1.
193.	1.
194.	1.
195.	1.
196.	1.
197.	1.
198.	1.
199.	1.
200.	1.
201.	1.
202.	1.
203.	1.
204.	1.
205.	1.
206.	1.
207.	1.
208.	1.
209.	1.
210.	1.
211.	1.
212.	1.
213.	1.
214.	1.
215.	1.
216.	1.
217.	1.
218.	1.
219.	1.
220.	1.
221.	1.
222.	1.
223.	1.
224.	1.
225.	1.
226.	1.
227.	1.
228.	1.
229.	1.
230.	1.
231.	1.
232.	1.
233.	1.
234.	1.
235.	1.
236.	1.
237.	1.
238.	1.
239.	1.
240.	1.
241.	1.
242.	1.
243.	1.
244.	1.
245.	1.
246.	1.
247.	1.
248.	1.
249.	1.
250.	1.
251.	1.
252.	1.
253.	1.
254.	1.
255.	1.
256.	1.
257.	1.
258.	1.
259.	1.
260.	1.
261.	1.
262.	1.
263.	1.
264.	1.
265.	1.
266.	1.
267.	1.
268.	1.
269.	1.
270.	1.
271.	1.
272.	1.
273.	1.
274.	1.
275.	1.
276.	1.
277.	1.
278.	1.
279.	1.
280.	1.
281.	1.
282.	1.
283.	1.
284.	1.
285.	1.
286.	1.
287.	1.
288.	1.
289.	1.
290.	1.
291.	1.
292.	1.
293.	1.
294.	1.
295.	1.
296.	1.
297.	1.
298.	1.
299.	1.
300.	1.
301.	1.
302.	1.
303.	1.
304.	1.
305.	1.
306.	1.
307.	1.
308.	1.
309.	1.
310.	1.
311.	1.
312.	1.
313.	1.
314.	1.
315.	1.
316.	1.
317.	1.
318.	1.
319.	1.
320.	1.
321.	1.
322.	1.
323.	1.
324.	1.
325.	1.
326.	1.
327.	1.
328.	1.
329.	1.
330.	1.
331.	1.
332.	1.
333.	1.
334.	1.
335.	1.
336.	1.
337.	1.
338.	1.
339.	1.
340.	1.
341.	1.
342.	1.
343.	1.
344.	1.
345.	1.
346.	1.
347.	1.
348.	1.
349.	1.
350.	1.
351.	1.
352.	1.
353.	1.
354.	1.
355.	1.
356.	1.
357.	1.
358.	1.
359.	1.
360.	1.
361.	1.
362.	1.
363.	1.
364.	1.
365.	1.
366.	1.
367.	1.
368.	1.
369.	1.
370.	1.
371.	1.
372.	1.
373.	1.
374.	1.
375.	1.
376.	1.
377.	1.
378.	1.
379.	1.
380.	1.
381.	1.
382.	1.
383.	1.
384.	1.
385.	1.
386.	1.
387.	1.
388.	1.
389.	1.
390.	1.
391.	1.
392.	1.
393.	1.
394.	1.
395.	1.
396.	1.
397.	1.
398.	1.
399.	1.
400.	1.
401.	1.
402.	1.
403.	1.
404.	1.
405.	1.
406.	1.
407.	1.
408.	1.
409.	1.
410.	1.
411.	1.
412.	1.
413.	1.
414.	1.
415.	1.
416.	1.
417.	1.
418.	1.
419.	1.
420.	1.
421.	1.
422.	1.
423.	1.
424.	1.
425.	1.
426.	1.
427.	1.
428.	1.
429.	1.
430.	1.
431.	1.
432.	1.
433.	1.
434.	1.
435.	1.
436.	1.
437.	1.
438.	1.
439.	1.
440.	1.
441.	1.
442.	1.
443.	1.
444.	1.
445.	1.
446.	1.
447.	1.
448.	1.
449.	1.
450.	1.
451.	1.
452.	1.
453.	1.
454.	1.
455.	1.
456.	1.
457.	1.
458.	1.
459.	1.
460.	1.
461.	1.
462.	1.
463.	1.
464.	1.
465.	1.
466.	1.
467.	1.
468.	1.
469.	1.
470.	1.
471.	1.
472.	1.
473.	1.
474.	1.
475.	1.
476.	1.
477.	1.
478.	1.
479.	1.
480.	1.
481.	1.
482.	1.
483.	1.
484.	1.
485.	1.
486.	1.
487.	1.
488.	1.
489.	1.
490.	1.
491.	1.
492.	1.
493.	1.
494.	1.
495.	1.
496.	1.
497.	1.
498.	1.
499.	1.
500.	1.
501.	1.
502.	1.
503.	1.
504.	1.
505.	1.
506.	1.
507.	1.
508.	1.
509.	1.
510.	1.
511.	1.
512.	1.
513.	1.
514.	1.
515.	1.
516.	1.
517.	1.
518.	1.
519.	1.
520.	1.
521.	1.
522.	1.
523.	1.
524.	1.
525.	1.
526.	1.
527.	1.
528.	1.
529.	1.
530.	1.
531.	1.
532.	1.
533.	1.
534.	1.
535.	1.
536.	1.
537.	1.
538.	1.
539.	1.
540.	1.
541.	1.
542.	1.
543.	1.
