500 41 5
3.4003637 3.4119126 3.4234615 3.4350104 3.4465594 3.4581083 3.4696572 3.4812061 3.492755 3.5043039 3.5158529 3.5274018 3.5389507 3.5504996 3.5620485 3.5735974 3.5851463 3.5966953 3.6082442 3.6197931 3.631342 3.6428909 3.6544398 3.6659887 3.6775377 3.6890866 3.7006355 3.7121844 3.7237333 3.7352822 3.7468312 3.7583801 3.769929 3.7814779 3.7930268 3.8045757 3.8161246 3.8276736 3.8392225 3.8507714 3.8623203 3.8738692 3.8854181 3.8969671 3.908516 3.9200649 3.9316138 3.9431627 3.9547116 3.9662605 3.9778095 3.9893584 4.0009073 4.0124562 4.0240051 4.035554 4.0471029 4.0586519 4.0702008 4.0817497 4.0932986 4.1048475 4.1163964 4.1279454 4.1394943 4.1510432 4.1625921 4.174141 4.1856899 4.1972388 4.2087878 4.2203367 4.2318856 4.2434345 4.2549834 4.2665323 4.2780813 4.2896302 4.3011791 4.312728 4.3242769 4.3358258 4.3473747 4.3589237 4.3704726 4.3820215 4.3935704 4.4051193 4.4166682 4.4282171 4.4397661 4.451315 4.4628639 4.4744128 4.4859617 4.4975106 4.5090596 4.5206085 4.5321574 4.5437063 4.5552552 4.5668041 4.578353 4.589902 4.6014509 4.6129998 4.6245487 4.6360976 4.6476465 4.6591954 4.6707444 4.6822933 4.6938422 4.7053911 4.71694 4.7284889 4.7400379 4.7515868 4.7631357 4.7746846 4.7862335 4.7977824 4.8093313 4.8208803 4.8324292 4.8439781 4.855527 4.8670759 4.8786248 4.8901738 4.9017227 4.9132716 4.9248205 4.9363694 4.9479183 4.9594672 4.9710162 4.9825651 4.994114 5.0056629 5.0172118 5.0287607 5.0403096 5.0518586 5.0634075 5.0749564 5.0865053 5.0980542 5.1096031 5.1211521 5.132701 5.1442499 5.1557988 5.1673477 5.1788966 5.1904455 5.2019945 5.2135434 5.2250923 5.2366412 5.2481901 5.259739 5.271288 5.2828369 5.2943858 5.3059347 5.3174836 5.3290325 5.3405814 5.3521304 5.3636793 5.3752282 5.3867771 5.398326 5.4098749 5.4214238 5.4329728 5.4445217 5.4560706 5.4676195 5.4791684 5.4907173 5.5022663 5.5138152 5.5253641 5.536913 5.5484619 5.5600108 5.5715597 5.5831087 5.5946576 5.6062065 5.6177554 5.6293043 5.6408532 5.6524022 5.6639511 5.6755 5.6870489 5.6985978 5.7101467 5.7216956 5.7332446 5.7447935 5.7563424 5.7678913 5.7794402 5.7909891 5.802538 5.814087 5.8256359 5.8371848 5.8487337 5.8602826 5.8718315 5.8833805 5.8949294 5.9064783 5.9180272 5.9295761 5.941125 5.9526739 5.9642229 5.9757718 5.9873207 5.9988696 6.0104185 6.0219674 6.0335163 6.0450653 6.0566142 6.0681631 6.079712 6.0912609 6.1028098 6.1143588 6.1259077 6.1374566 6.1490055 6.1605544 6.1721033 6.1836522 6.1952012 6.2067501 6.218299 6.2298479 6.2413968 6.2529457 6.2644947 6.2760436 6.2875925 6.2991414 6.3106903 6.3222392 6.3337881 6.3453371 6.356886 6.3684349 6.3799838 6.3915327 6.4030816 6.4146305 6.4261795 6.4377284 6.4492773 6.4608262 6.4723751 6.483924 6.495473 6.5070219 6.5185708 6.5301197 6.5416686 6.5532175 6.5647664 6.5763154 6.5878643 6.5994132 6.6109621 6.622511 6.6340599 6.6456089 6.6571578 6.6687067 6.6802556 6.6918045 6.7033534 6.7149023 6.7264513 6.7380002 6.7495491 6.761098 6.7726469 6.7841958 6.7957447 6.8072937 6.8188426 6.8303915 6.8419404 6.8534893 6.8650382 6.8765872 6.8881361 6.899685 6.9112339 6.9227828 6.9343317 6.9458806 6.9574296 6.9689785 6.9805274 6.9920763 7.0036252 7.0151741 7.0267231 7.038272 7.0498209 7.0613698 7.0729187 7.0844676 7.0960165 7.1075655 7.1191144 7.1306633 7.1422122 7.1537611 7.16531 7.1768589 7.1884079 7.1999568 7.2115057 7.2230546 7.2346035 7.2461524 7.2577014 7.2692503 7.2807992 7.2923481 7.303897 7.3154459 7.3269948 7.3385438 7.3500927 7.3616416 7.3731905 7.3847394 7.3962883 7.4078372 7.4193862 7.4309351 7.442484 7.4540329 7.4655818 7.4771307 7.4886797 7.5002286 7.5117775 7.5233264 7.5348753 7.5464242 7.5579731 7.5695221 7.581071 7.5926199 7.6041688 7.6157177 7.6272666 7.6388156 7.6503645 7.6619134 7.6734623 7.6850112 7.6965601 7.708109 7.719658 7.7312069 7.7427558 7.7543047 7.7658536 7.7774025 7.7889514 7.8005004 7.8120493 7.8235982 7.8351471 7.846696 7.8582449 7.8697939 7.8813428 7.8928917 7.9044406 7.9159895 7.9275384 7.9390873 7.9506363 7.9621852 7.9737341 7.985283 7.9968319 8.0083808 8.0199298 8.0314787 8.0430276 8.0545765 8.0661254 8.0776743 8.0892232 8.1007722 8.1123211 8.12387 8.1354189 8.1469678 8.1585167 8.1700656 8.1816146 8.1931635 8.2047124 8.2162613 8.2278102 8.2393591 8.2509081 8.262457 8.2740059 8.2855548 8.2971037 8.3086526 8.3202015 8.3317505 8.3432994 8.3548483 8.3663972 8.3779461 8.389495 8.401044 8.4125929 8.4241418 8.4356907 8.4472396 8.4587885 8.4703374 8.4818864 8.4934353 8.5049842 8.5165331 8.528082 8.5396309 8.5511798 8.5627288 8.5742777 8.5858266 8.5973755 8.6089244 8.6204733 8.6320223 8.6435712 8.6551201 8.666669 8.6782179 8.6897668 8.7013157 8.7128647 8.7244136 8.7359625 8.7475114 8.7590603 8.7706092 8.7821581 8.7937071 8.805256 8.8168049 8.8283538 8.8399027 8.8514516 8.8630006 8.8745495 8.8860984 8.8976473 8.9091962 8.9207451 8.932294 8.943843 8.9553919 8.9669408 8.9784897 8.9900386 9.0015875 9.0131365 9.0246854 9.0362343 9.0477832 9.0593321 9.070881 9.0824299 9.0939789 9.1055278 9.1170767 9.1286256 9.1401745 9.1517234 9.1632723 
-2.3025851 -2.0794415 -1.89712 -1.7429693 -1.6094379 -1.4916549 -1.3862944 -1.2909842 -1.2039728 -1.1239301 -1.0498221 -0.98082925 -0.91629073 -0.85566611 -0.7985077 -0.74444047 -0.69314718 -0.64435702 -0.597837 -0.55338524 -0.51082562 -0.47000363 -0.43078292 -0.39304259 -0.35667494 -0.32158362 -0.28768207 -0.25489225 -0.22314355 -0.19237189 -0.16251893 -0.13353139 -0.10536052 -0.077961541 -0.051293294 -0.025317808 4.4408921e-16 0.024692613 0.048790164 0.072320662 0.09531018 
-5.77193812e+02 1.79845149e+01 -2.43964457e+02 1.79845149e+01 -2.45113197e+02 -3.61070406e+02 -6.90775528e+02 -2.50766001e+01 -2.51888804e+01 -2.52807473e+01 -2.53585263e+01 -2.54259933e+01 -2.54855838e+01 -2.55389606e+01 -2.55873100e+01 -2.56315077e+01 -2.56722188e+01 -2.57099603e+01 -2.57451420e+01 -2.57780943e+01 -2.58090876e+01 -2.58383456e+01 -2.58660558e+01 -2.58923770e+01 -2.59174445e+01 -2.59413749e+01 -2.59642692e+01 -2.59862153e+01 -2.60072906e+01 -2.60275633e+01 -2.60470938e+01 -2.60659360e+01 -2.60841381e+01 -2.61017435e+01 -2.61187910e+01 -2.61353162e+01 -2.61513509e+01 -2.61669244e+01 -2.61820634e+01 -2.61967923e+01 -2.62111334e+01 -2.62251073e+01 -2.62387331e+01 -2.62520283e+01 -2.62650092e+01 -2.62776908e+01 -2.62900871e+01 -2.63022113e+01 
-5.64850252e+02 1.79845149e+01 -2.41025975e+02 1.79845149e+01 -2.42174716e+02 -3.56771827e+02 -6.90775528e+02 -2.50824085e+01 -2.51946969e+01 -2.52865718e+01 -2.53643588e+01 -2.54318337e+01 -2.54914321e+01 -2.55448168e+01 -2.55931739e+01 -2.56373793e+01 -2.56780981e+01 -2.57158472e+01 -2.57510365e+01 -2.57839964e+01 -2.58149972e+01 -2.58442626e+01 -2.58719802e+01 -2.58983088e+01 -2.59233836e+01 -2.59473213e+01 -2.59702227e+01 -2.59921761e+01 -2.60132585e+01 -2.60335383e+01 -2.60530759e+01 -2.60719251e+01 -2.60901342e+01 -2.61077465e+01 -2.61248010e+01 -2.61413329e+01 -2.61573745e+01 -2.61729548e+01 -2.61881006e+01 -2.62028362e+01 -2.62171839e+01 -2.62311645e+01 -2.62447969e+01 -2.62580987e+01 -2.62710861e+01 -2.62837742e+01 -2.62961771e+01 -2.63083077e+01 
-5.58303455e+02 1.79845149e+01 -2.38121235e+02 1.79845149e+01 -2.39269975e+02 -3.52522607e+02 -6.90775528e+02 -2.50882172e+01 -2.52005138e+01 -2.52923969e+01 -2.53701920e+01 -2.54376749e+01 -2.54972812e+01 -2.55506738e+01 -2.55990389e+01 -2.56432521e+01 -2.56839786e+01 -2.57217355e+01 -2.57569324e+01 -2.57898999e+01 -2.58209082e+01 -2.58501812e+01 -2.58779063e+01 -2.59042423e+01 -2.59293245e+01 -2.59532695e+01 -2.59761783e+01 -2.59981388e+01 -2.60192285e+01 -2.60395155e+01 -2.60590602e+01 -2.60779165e+01 -2.60961327e+01 -2.61137519e+01 -2.61308134e+01 -2.61473523e+01 -2.61634008e+01 -2.61789879e+01 -2.61941405e+01 -2.62088829e+01 -2.62232374e+01 -2.62372247e+01 -2.62508638e+01 -2.62641722e+01 -2.62771662e+01 -2.62898609e+01 -2.63022703e+01 -2.63144074e+01 
-5.51943089e+02 1.79845149e+01 -2.35249848e+02 1.79845149e+01 -2.36398589e+02 -3.48322178e+02 -6.90775528e+02 -2.50940264e+01 -2.52063313e+01 -2.52982226e+01 -2.53760258e+01 -2.54435169e+01 -2.55031313e+01 -2.55565319e+01 -2.56049048e+01 -2.56491260e+01 -2.56898603e+01 -2.57276250e+01 -2.57628297e+01 -2.57958049e+01 -2.58268208e+01 -2.58561014e+01 -2.58838341e+01 -2.59101775e+01 -2.59352672e+01 -2.59592197e+01 -2.59821358e+01 -2.60041037e+01 -2.60252006e+01 -2.60454948e+01 -2.60650467e+01 -2.60839102e+01 -2.61021335e+01 -2.61197598e+01 -2.61368283e+01 -2.61533742e+01 -2.61694297e+01 -2.61850238e+01 -2.62001832e+01 -2.62149324e+01 -2.62292938e+01 -2.62432878e+01 -2.62569336e+01 -2.62702488e+01 -2.62832494e+01 -2.62959508e+01 -2.63083667e+01 -2.63205104e+01 
-5.45750310e+02 1.79845149e+01 -2.32411432e+02 1.79845149e+01 -2.33560173e+02 -3.44169981e+02 -6.90775528e+02 -2.50998360e+01 -2.52121492e+01 -2.53040488e+01 -2.53818604e+01 -2.54493596e+01 -2.55089821e+01 -2.55623908e+01 -2.56107718e+01 -2.56550009e+01 -2.56957433e+01 -2.57335158e+01 -2.57687283e+01 -2.58017113e+01 -2.58327350e+01 -2.58620232e+01 -2.58897635e+01 -2.59161146e+01 -2.59412118e+01 -2.59651717e+01 -2.59880953e+01 -2.60100706e+01 -2.60311749e+01 -2.60514764e+01 -2.60710355e+01 -2.60899063e+01 -2.61081367e+01 -2.61257702e+01 -2.61428458e+01 -2.61593988e+01 -2.61754612e+01 -2.61910623e+01 -2.62062287e+01 -2.62209848e+01 -2.62353531e+01 -2.62493540e+01 -2.62630066e+01 -2.62763285e+01 -2.62893359e+01 -2.63020439e+01 -2.63144665e+01 -2.63266168e+01 
-5.39607775e+02 1.79845149e+01 -2.29605608e+02 1.79845149e+01 -2.30754349e+02 -3.40065461e+02 -6.90775528e+02 -2.51056460e+01 -2.52179677e+01 -2.53098757e+01 -2.53876956e+01 -2.54552031e+01 -2.55148339e+01 -2.55682508e+01 -2.56166399e+01 -2.56608771e+01 -2.57016274e+01 -2.57394079e+01 -2.57746283e+01 -2.58076191e+01 -2.58386506e+01 -2.58679466e+01 -2.58956946e+01 -2.59220534e+01 -2.59471582e+01 -2.59711257e+01 -2.59940568e+01 -2.60160395e+01 -2.60371513e+01 -2.60574602e+01 -2.60770267e+01 -2.60959047e+01 -2.61141424e+01 -2.61317831e+01 -2.61488659e+01 -2.61654260e+01 -2.61814955e+01 -2.61971037e+01 -2.62122771e+01 -2.62270402e+01 -2.62414153e+01 -2.62554231e+01 -2.62690826e+01 -2.62824113e+01 -2.62954255e+01 -2.63081403e+01 -2.63205696e+01 -2.63327266e+01 
-5.33529716e+02 1.79845149e+01 -2.26832002e+02 1.79845149e+01 -2.27980742e+02 -3.36008072e+02 -6.90775528e+02 -2.51114564e+01 -2.52237867e+01 -2.53157032e+01 -2.53935315e+01 -2.54610475e+01 -2.55206865e+01 -2.55741117e+01 -2.56225090e+01 -2.56667543e+01 -2.57075128e+01 -2.57453013e+01 -2.57805297e+01 -2.58135285e+01 -2.58445679e+01 -2.58738717e+01 -2.59016275e+01 -2.59279939e+01 -2.59531065e+01 -2.59770816e+01 -2.60000203e+01 -2.60220106e+01 -2.60431298e+01 -2.60634462e+01 -2.60830201e+01 -2.61019055e+01 -2.61201506e+01 -2.61377986e+01 -2.61548886e+01 -2.61714559e+01 -2.61875326e+01 -2.62031478e+01 -2.62183283e+01 -2.62330985e+01 -2.62474806e+01 -2.62614954e+01 -2.62751618e+01 -2.62884974e+01 -2.63015184e+01 -2.63142400e+01 -2.63266761e+01 -2.63388399e+01 
-5.22746509e+02 1.79845149e+01 -2.24090244e+02 1.79845149e+01 -2.25238984e+02 -3.31997271e+02 -6.90775528e+02 -2.51172672e+01 -2.52296062e+01 -2.53215313e+01 -2.53993682e+01 -2.54668926e+01 -2.55265401e+01 -2.55799735e+01 -2.56283792e+01 -2.56726328e+01 -2.57133994e+01 -2.57511960e+01 -2.57864325e+01 -2.58194393e+01 -2.58504867e+01 -2.58797984e+01 -2.59075621e+01 -2.59339364e+01 -2.59590567e+01 -2.59830395e+01 -2.60059859e+01 -2.60279838e+01 -2.60491106e+01 -2.60694345e+01 -2.60890159e+01 -2.61079087e+01 -2.61261612e+01 -2.61438165e+01 -2.61609139e+01 -2.61774884e+01 -2.61935724e+01 -2.62091948e+01 -2.62243825e+01 -2.62391597e+01 -2.62535489e+01 -2.62675707e+01 -2.62812441e+01 -2.62945866e+01 -2.63076146e+01 -2.63203431e+01 -2.63327860e+01 -2.63449566e+01 
-5.16801338e+02 1.79845149e+01 -2.21379968e+02 1.79845149e+01 -2.22528708e+02 -3.28032524e+02 -6.90775528e+02 -2.51230785e+01 -2.52354262e+01 -2.53273600e+01 -2.54052055e+01 -2.54727385e+01 -2.55323945e+01 -2.55858364e+01 -2.56342505e+01 -2.56785124e+01 -2.57192872e+01 -2.57570921e+01 -2.57923368e+01 -2.58253517e+01 -2.58564071e+01 -2.58857268e+01 -2.59134984e+01 -2.59398806e+01 -2.59650088e+01 -2.59889994e+01 -2.60119535e+01 -2.60339591e+01 -2.60550936e+01 -2.60754251e+01 -2.60950141e+01 -2.61139144e+01 -2.61321743e+01 -2.61498371e+01 -2.61669418e+01 -2.61835237e+01 -2.61996149e+01 -2.62152447e+01 -2.62304395e+01 -2.62452239e+01 -2.62596202e+01 -2.62736491e+01 -2.62873296e+01 -2.63006792e+01 -2.63137141e+01 -2.63264495e+01 -2.63388994e+01 -2.63510768e+01 
-5.10898178e+02 1.79845149e+01 -2.18700812e+02 1.79845149e+01 -2.19849553e+02 -3.24113303e+02 -6.90775528e+02 -2.51288902e+01 -2.52412468e+01 -2.53331894e+01 -2.54110436e+01 -2.54785852e+01 -2.55382498e+01 -2.55917003e+01 -2.56401228e+01 -2.56843931e+01 -2.57251764e+01 -2.57629895e+01 -2.57982425e+01 -2.58312656e+01 -2.58623291e+01 -2.58916569e+01 -2.59194366e+01 -2.59458267e+01 -2.59709628e+01 -2.59949613e+01 -2.60179232e+01 -2.60399366e+01 -2.60610788e+01 -2.60814180e+01 -2.61010146e+01 -2.61199225e+01 -2.61381900e+01 -2.61558603e+01 -2.61729724e+01 -2.61895618e+01 -2.62056603e+01 -2.62212974e+01 -2.62364995e+01 -2.62512911e+01 -2.62656947e+01 -2.62797307e+01 -2.62934183e+01 -2.63067749e+01 -2.63198169e+01 -2.63325593e+01 -2.63450161e+01 -2.63572005e+01 
