#M_DM	Log[10,E]	dN/dE (electrons)	dN/dE (photons)	dN/dE (other particles)
75	-7.12	0.0000e+00	0.0000e+00	0.0000e+00
75	-7.07	0.0000e+00	0.0000e+00	0.0000e+00
75	-7.02	2.7603e+01	0.0000e+00	0.0000e+00
75	-6.97	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.92	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.87	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.82	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.77	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.72	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.67	1.2330e+01	0.0000e+00	0.0000e+00
75	-6.62	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.57	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.52	2.9096e+00	0.0000e+00	0.0000e+00
75	-6.47	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.42	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.37	1.0299e+01	0.0000e+00	0.0000e+00
75	-6.32	1.2851e+01	0.0000e+00	0.0000e+00
75	-6.27	0.0000e+00	1.6362e+00	0.0000e+00
75	-6.22	1.4582e+00	0.0000e+00	0.0000e+00
75	-6.17	5.1987e+00	0.0000e+00	0.0000e+00
75	-6.12	0.0000e+00	0.0000e+00	0.0000e+00
75	-6.07	3.0971e+00	0.0000e+00	0.0000e+00
75	-6.02	3.6804e+00	0.0000e+00	0.0000e+00
75	-5.97	8.2003e-01	0.0000e+00	0.0000e+00
75	-5.92	7.3086e-01	0.0000e+00	0.0000e+00
75	-5.87	5.2110e+00	0.0000e+00	0.0000e+00
75	-5.82	4.0638e+00	0.0000e+00	0.0000e+00
75	-5.77	2.0696e+00	5.1741e-01	0.0000e+00
75	-5.72	4.6114e+00	4.6114e-01	0.0000e+00
75	-5.67	6.5758e+00	0.0000e+00	0.0000e+00
75	-5.62	4.0292e+00	0.0000e+00	0.0000e+00
75	-5.57	1.9588e+00	0.0000e+00	0.0000e+00
75	-5.52	2.6186e+00	0.0000e+00	2.9096e-01
75	-5.47	4.6677e+00	0.0000e+00	5.1863e-01
75	-5.42	2.7734e+00	0.0000e+00	4.6223e-01
75	-5.37	2.6778e+00	0.0000e+00	0.0000e+00
75	-5.32	2.7537e+00	1.8358e-01	0.0000e+00
75	-5.27	2.4543e+00	0.0000e+00	0.0000e+00
75	-5.22	3.2081e+00	1.4582e-01	4.3747e-01
75	-5.17	2.4694e+00	2.5993e-01	2.5993e-01
75	-5.12	4.9808e+00	0.0000e+00	4.6333e-01
75	-5.07	3.6133e+00	0.0000e+00	3.0971e-01
75	-5.02	4.6005e+00	0.0000e+00	5.5206e-01
75	-4.97	3.1161e+00	0.0000e+00	8.2003e-01
75	-4.92	2.7042e+00	0.0000e+00	1.2425e+00
75	-4.87	3.1266e+00	6.5138e-02	9.7706e-01
