#M_DM	Log[10,E]	dN/dE (electrons)	dN/dE (photons)	dN/dE (other particles)
80	-7.10	0.0000e+00	0.0000e+00	0.0000e+00
80	-7.05	0.0000e+00	0.0000e+00	0.0000e+00
80	-7.00	8.6364e+00	0.0000e+00	0.0000e+00
80	-6.95	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.90	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.85	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.80	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.75	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.70	1.7314e+01	0.0000e+00	0.0000e+00
80	-6.65	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.60	0.0000e+00	3.4382e+00	0.0000e+00
80	-6.55	1.2257e+01	0.0000e+00	0.0000e+00
80	-6.50	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.45	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.40	8.6775e+00	0.0000e+00	0.0000e+00
80	-6.35	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.30	8.6160e+00	0.0000e+00	0.0000e+00
80	-6.25	0.0000e+00	0.0000e+00	0.0000e+00
80	-6.20	1.3688e+00	0.0000e+00	0.0000e+00
80	-6.15	1.2199e+00	0.0000e+00	0.0000e+00
80	-6.10	5.4363e+00	0.0000e+00	0.0000e+00
80	-6.05	6.7832e+00	0.0000e+00	0.0000e+00
80	-6.00	3.4546e+00	0.0000e+00	0.0000e+00
80	-5.95	7.6972e-01	0.0000e+00	0.0000e+00
80	-5.90	6.8602e+00	0.0000e+00	0.0000e+00
80	-5.85	5.5027e+00	0.0000e+00	0.0000e+00
80	-5.80	5.4492e-01	0.0000e+00	0.0000e+00
80	-5.75	3.3996e+00	0.0000e+00	0.0000e+00
80	-5.70	6.0598e+00	0.0000e+00	0.0000e+00
80	-5.65	3.4720e+00	0.0000e+00	0.0000e+00
80	-5.60	2.7506e+00	0.0000e+00	0.0000e+00
80	-5.55	4.2900e+00	0.0000e+00	0.0000e+00
80	-5.50	3.0042e+00	0.0000e+00	0.0000e+00
80	-5.45	3.4077e+00	0.0000e+00	0.0000e+00
80	-5.40	5.6404e+00	2.1694e-01	2.1694e-01
80	-5.35	3.4802e+00	0.0000e+00	0.0000e+00
80	-5.30	2.5848e+00	0.0000e+00	1.7232e-01
80	-5.25	3.2252e+00	0.0000e+00	3.0716e-01
80	-5.20	3.0113e+00	1.3688e-01	4.1063e-01
80	-5.15	3.0498e+00	0.0000e+00	4.8797e-01
80	-5.10	2.8269e+00	0.0000e+00	2.1745e-01
80	-5.05	2.9071e+00	0.0000e+00	5.8141e-01
80	-5.00	3.4546e+00	0.0000e+00	6.0455e-01
80	-4.95	3.4637e+00	0.0000e+00	8.4669e-01
80	-4.90	3.7045e+00	0.0000e+00	7.5462e-01
80	-4.85	3.2405e+00	0.0000e+00	1.1617e+00
80	-4.80	3.7600e+00	0.0000e+00	1.1988e+00
80	-4.75	4.3224e+00	0.0000e+00	1.9426e+00
80	-4.70	3.6792e+00	0.0000e+00	2.2508e+00
80	-4.65	4.0121e+00	0.0000e+00	2.5075e+00
80	-4.60	3.1975e+00	0.0000e+00	3.6445e+00
80	-4.55	3.8610e+00	0.0000e+00	3.0950e+00
80	-4.50	3.7689e+00	0.0000e+00	4.2878e+00
80	-4.45	3.5294e+00	0.0000e+00	4.0406e+00
80	-4.40	3.6445e+00	0.0000e+00	5.0763e+00
80	-4.35	3.5382e+00	3.8669e-02	6.3417e+00
80	-4.30	3.4808e+00	0.0000e+00	6.6860e+00
80	-4.25	3.1791e+00	0.0000e+00	8.4008e+00
80	-4.20	3.7505e+00	0.0000e+00	9.6773e+00
80	-4.15	3.5378e+00	0.0000e+00	1.0711e+01
80	-4.10	3.3814e+00	0.0000e+00	1.2482e+01
80	-4.05	2.9943e+00	1.9380e-02	1.3363e+01
80	-4.00	3.6187e+00	0.0000e+00	1.4872e+01
80	-3.95	3.5407e+00	0.0000e+00	1.7303e+01
80	-3.90	3.5055e+00	6.8602e-03	1.8790e+01
80	-3.85	3.5156e+00	0.0000e+00	2.1277e+01
80	-3.80	3.4766e+00	0.0000e+00	2.2342e+01
80	-3.75	3.4870e+00	0.0000e+00	2.4521e+01
80	-3.70	3.2940e+00	4.3285e-03	2.5971e+01
80	-3.65	3.3794e+00	3.8577e-03	2.8011e+01
80	-3.60	3.5276e+00	0.0000e+00	2.8451e+01
80	-3.55	3.8059e+00	3.0643e-03	3.0649e+01
80	-3.50	3.4412e+00	0.0000e+00	3.1727e+01
80	-3.45	3.5440e+00	2.4341e-03	3.1925e+01
80	-3.40	3.6771e+00	4.3387e-03	3.2519e+01
80	-3.35	3.5808e+00	7.7338e-03	3.2414e+01
80	-3.30	3.5032e+00	8.6160e-03	3.1738e+01
80	-3.25	3.6352e+00	1.8430e-02	3.0656e+01
80	-3.20	3.5602e+00	1.6425e-02	2.8892e+01
80	-3.15	3.4890e+00	2.0739e-02	2.7446e+01
80	-3.10	3.5184e+00	2.2832e-02	2.5111e+01
80	-3.05	3.5825e+00	2.7133e-02	2.3433e+01
80	-3.00	3.5461e+00	4.0591e-02	2.1556e+01
80	-2.95	3.5092e+00	4.9262e-02	1.9251e+01
80	-2.90	3.5488e+00	4.8021e-02	1.7481e+01
80	-2.85	3.6116e+00	6.2364e-02	1.5837e+01
80	-2.80	3.4897e+00	9.6451e-02	1.4281e+01
80	-2.75	3.4900e+00	1.1025e-01	1.2657e+01
80	-2.70	3.4840e+00	1.5106e-01	1.1654e+01
80	-2.65	3.4747e+00	1.9829e-01	1.0629e+01
80	-2.60	3.5056e+00	2.2692e-01	9.8058e+00
80	-2.55	3.4305e+00	2.7732e-01	9.3076e+00
80	-2.50	3.4504e+00	3.1216e-01	8.9060e+00
80	-2.45	3.4226e+00	3.6341e-01	8.5833e+00
80	-2.40	3.4027e+00	4.1478e-01	8.4549e+00
80	-2.35	3.4441e+00	4.5088e-01	8.3983e+00
80	-2.30	3.4419e+00	5.1093e-01	8.4533e+00
80	-2.25	3.4181e+00	5.8376e-01	8.6624e+00
80	-2.20	3.4786e+00	6.6016e-01	8.9187e+00
80	-2.15	3.3872e+00	7.2622e-01	9.0856e+00
80	-2.10	3.4032e+00	8.0642e-01	9.3997e+00
80	-2.05	3.3502e+00	8.8481e-01	9.7584e+00
80	-2.00	3.3455e+00	9.8049e-01	1.0062e+01
80	-1.95	3.3498e+00	1.0598e+00	1.0436e+01
80	-1.90	3.2996e+00	1.1553e+00	1.0726e+01
80	-1.85	3.2849e+00	1.2673e+00	1.1012e+01
80	-1.80	3.2565e+00	1.3661e+00	1.1310e+01
80	-1.75	3.2438e+00	1.4664e+00	1.1514e+01
80	-1.70	3.2029e+00	1.5799e+00	1.1735e+01
80	-1.65	3.1670e+00	1.6739e+00	1.1823e+01
80	-1.60	3.1199e+00	1.7684e+00	1.1861e+01
80	-1.55	3.0563e+00	1.8421e+00	1.1915e+01
80	-1.50	3.0067e+00	1.9316e+00	1.1840e+01
80	-1.45	2.9589e+00	2.0154e+00	1.1745e+01
80	-1.40	2.8838e+00	2.0766e+00	1.1561e+01
80	-1.35	2.8336e+00	2.1451e+00	1.1351e+01
80	-1.30	2.7330e+00	2.1805e+00	1.1057e+01
80	-1.25	2.6627e+00	2.2009e+00	1.0715e+01
80	-1.20	2.5712e+00	2.2267e+00	1.0317e+01
80	-1.15	2.4796e+00	2.2262e+00	9.9072e+00
80	-1.10	2.3858e+00	2.2134e+00	9.4479e+00
80	-1.05	2.2691e+00	2.1876e+00	8.9570e+00
80	-1.00	2.1574e+00	2.1513e+00	8.4266e+00
80	-0.95	2.0532e+00	2.0980e+00	7.9031e+00
80	-0.90	1.9280e+00	2.0376e+00	7.3663e+00
80	-0.85	1.8148e+00	1.9672e+00	6.8233e+00
80	-0.80	1.6954e+00	1.8728e+00	6.2913e+00
80	-0.75	1.5749e+00	1.7943e+00	5.7715e+00
80	-0.70	1.4590e+00	1.7072e+00	5.2549e+00
80	-0.65	1.3448e+00	1.6042e+00	4.7729e+00
80	-0.60	1.2305e+00	1.5029e+00	4.3045e+00
80	-0.55	1.1178e+00	1.4011e+00	3.8621e+00
80	-0.50	1.0105e+00	1.2965e+00	3.4549e+00
80	-0.45	9.1283e-01	1.1954e+00	3.0639e+00
80	-0.40	8.1343e-01	1.0960e+00	2.7092e+00
80	-0.35	7.2447e-01	1.0025e+00	2.3855e+00
80	-0.30	6.4227e-01	9.1197e-01	2.0916e+00
80	-0.25	5.6750e-01	8.2036e-01	1.8228e+00
80	-0.20	4.9749e-01	7.3794e-01	1.5788e+00
80	-0.15	4.3482e-01	6.5732e-01	1.3610e+00
80	-0.10	3.7665e-01	5.8475e-01	1.1696e+00
80	-0.05	3.2381e-01	5.1296e-01	9.9833e-01
80	0.00	2.7753e-01	4.4472e-01	8.4803e-01
80	0.05	2.3679e-01	3.7746e-01	7.1408e-01
80	0.10	1.9951e-01	3.1664e-01	6.0061e-01
80	0.15	1.6872e-01	2.7001e-01	5.0122e-01
80	0.20	1.4083e-01	2.2973e-01	4.1508e-01
80	0.25	1.1651e-01	1.9538e-01	3.4298e-01
80	0.30	9.6013e-02	1.6378e-01	2.8051e-01
80	0.35	7.8582e-02	1.3683e-01	2.2832e-01
80	0.40	6.4050e-02	1.1285e-01	1.8431e-01
80	0.45	5.1419e-02	9.2898e-02	1.4811e-01
80	0.50	4.0845e-02	7.5217e-02	1.1764e-01
80	0.55	3.2241e-02	6.0605e-02	9.2926e-02
80	0.60	2.5240e-02	4.8405e-02	7.2850e-02
80	0.65	1.9758e-02	3.8343e-02	5.6588e-02
80	0.70	1.5103e-02	2.9977e-02	4.3648e-02
80	0.75	1.1587e-02	2.3031e-02	3.3654e-02
80	0.80	8.7418e-03	1.7605e-02	2.5880e-02
80	0.85	6.5240e-03	1.3222e-02	1.9834e-02
80	0.90	4.8809e-03	9.7329e-03	1.5262e-02
80	0.95	3.5719e-03	7.0603e-03	1.1752e-02
