# standard BBN prediction for primordial Helium mass fraction $Y_p$ as
# function of the baryon density $\omega_b h^2$ and number of extra
# radiation degrees of freedom $\Delta N$.  Impact of chemical
# potential of electron neutrinos neglected in this version.
#
# Calculated with PArthENoPE v1.00 [arXiv:0705.0290] for a neutron
# lifetime of 885.7 s, using a network of 26 nuclides and 100
# reactions. For details see arXiv:0712.2826 by J. Hamann,
# J. Lesgourgues and G. Mangano
#
# format: first line must contain (num_ombh2,num_DeltaN),
# other lines must contain (ombh2,DeltaN,YHe)
# blank lines and lines starting with # neglected

26 11

 0.005   -3.0    0.178540
 0.007   -3.0    0.183043
 0.009   -3.0    0.186014
 0.011   -3.0    0.188205
 0.013   -3.0    0.189936
 0.015   -3.0    0.191381
 0.016   -3.0    0.192031
 0.017   -3.0    0.192615
 0.018   -3.0    0.193171
 0.019   -3.0    0.193709
 0.020   -3.0    0.194185
 0.021   -3.0    0.194662
 0.022   -3.0    0.195089
 0.023   -3.0    0.195527
 0.024   -3.0    0.195921
 0.025   -3.0    0.196300
 0.026   -3.0    0.196655
 0.027   -3.0    0.197018
 0.028   -3.0    0.197358
 0.029   -3.0    0.197664
 0.030   -3.0    0.197991
 0.032   -3.0    0.198568
 0.034   -3.0    0.199121
 0.036   -3.0    0.199655
 0.038   -3.0    0.200148
 0.040   -3.0    0.200603

 0.005   -2.0    0.198733
 0.007   -2.0    0.203575
 0.009   -2.0    0.206688
 0.011   -2.0    0.208970
 0.013   -2.0    0.210757
 0.015   -2.0    0.212239
 0.016   -2.0    0.212910
 0.017   -2.0    0.213515
 0.018   -2.0    0.214066
 0.019   -2.0    0.214609
 0.020   -2.0    0.215112
 0.021   -2.0    0.215569
 0.022   -2.0    0.216027
 0.023   -2.0    0.216451
 0.024   -2.0    0.216840
 0.025   -2.0    0.217226
 0.026   -2.0    0.217595
 0.027   -2.0    0.217962
 0.028   -2.0    0.218300
 0.029   -2.0    0.218626
 0.030   -2.0    0.218929
 0.032   -2.0    0.219538
 0.034   -2.0    0.220096
 0.036   -2.0    0.220601
 0.038   -2.0    0.221106
 0.040   -2.0    0.221611

 0.005   -1.0    0.215291
 0.007   -1.0    0.220412
 0.009   -1.0    0.223655
 0.011   -1.0    0.226034
 0.013   -1.0    0.227863
 0.015   -1.0    0.229362
 0.016   -1.0    0.230012
 0.017   -1.0    0.230626
 0.018   -1.0    0.231199
 0.019   -1.0    0.231733
 0.020   -1.0    0.232237
 0.021   -1.0    0.232711
 0.022   -1.0    0.233179
 0.023   -1.0    0.233586
 0.024   -1.0    0.234004
 0.025   -1.0    0.234387
 0.026   -1.0    0.234757
 0.027   -1.0    0.235100
 0.028   -1.0    0.235451
 0.029   -1.0    0.235780
 0.030   -1.0    0.236089
 0.032   -1.0    0.236674
 0.034   -1.0    0.237229
 0.036   -1.0    0.237761
 0.038   -1.0    0.238252
